"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age"
"65122",5,4,1,4,3,6,3,4,5,5,1,2,2,5,5,1,3,1,1,3,6,1,6,6,3,2,4,44
"65124",2,6,6,4,5,6,6,6,2,1,1,2,4,5,5,2,3,4,1,2,5,2,5,6,1,2,3,31
"65126",5,5,5,6,6,6,6,5,2,1,2,1,6,6,6,1,2,3,3,2,6,2,6,5,3,2,3,22
"65129",6,2,6,6,6,5,5,6,6,5,4,4,6,5,4,1,2,1,2,4,6,4,4,4,4,1,3,20
"65130",2,6,6,6,6,4,3,NA,6,6,1,5,5,6,3,1,4,2,4,1,3,6,5,5,6,1,4,22
"65140",2,4,5,6,5,5,5,5,1,2,1,2,4,6,5,1,2,2,2,3,5,3,4,5,3,2,3,19
"65142",3,5,4,5,3,3,2,2,5,6,5,6,2,3,2,3,3,4,5,5,4,2,5,6,2,2,3,19
"65144",1,6,6,6,5,6,5,5,2,6,1,1,2,5,5,3,4,5,2,6,5,3,2,5,2,2,3,40
"65147",1,5,5,6,4,6,5,5,1,3,3,4,3,3,6,4,5,4,3,2,4,2,4,5,2,2,5,30
"65150",1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,6,6,1,1,5,53
"65151",2,6,6,6,6,3,2,2,4,6,4,4,6,5,5,1,1,1,3,1,6,2,5,6,6,1,3,20
"65152",2,4,5,6,6,5,3,5,2,2,2,4,4,3,6,2,3,2,3,1,4,2,4,5,NA,1,4,70
"65156",1,6,6,5,5,5,3,5,2,2,2,2,5,6,6,1,5,1,3,1,6,2,5,5,1,2,4,56
"65157",1,6,5,4,5,2,2,3,5,4,1,1,4,6,3,6,6,5,2,5,4,2,4,4,5,2,2,31
"65162",4,4,3,4,2,5,5,5,2,3,5,3,3,3,5,2,3,4,4,2,5,3,3,4,3,1,3,20
"65163",3,4,3,2,2,5,5,5,2,5,6,6,2,1,5,5,5,2,6,4,6,1,5,6,1,2,2,25
"65164",3,5,3,5,3,4,2,4,5,2,2,3,4,4,6,5,5,5,5,5,4,1,4,2,2,2,3,20
"65166",2,5,6,5,6,5,4,3,3,4,1,1,5,6,4,2,4,2,3,2,4,4,5,5,2,2,3,31
"65168",3,3,NA,NA,5,1,NA,NA,NA,1,NA,1,NA,5,2,NA,5,5,NA,NA,NA,1,NA,1,NA,2,NA,13
"65169",1,5,5,4,5,4,5,4,2,2,3,1,5,5,5,2,2,1,5,2,4,1,5,6,2,2,4,27
"65170",3,3,5,5,5,1,6,6,2,1,1,1,1,5,2,5,5,5,4,3,5,1,1,1,1,2,NA,13
"65172",3,5,5,4,4,4,3,4,3,3,3,2,3,5,3,2,4,3,3,3,4,4,4,5,4,2,3,31
"65173",4,4,4,5,5,4,3,2,5,5,4,3,4,4,4,3,3,5,4,5,4,4,5,3,3,2,3,21
"65174",1,6,6,6,6,5,4,6,2,4,5,1,6,5,6,2,3,3,4,4,5,1,5,4,1,2,3,20
"65175",1,4,5,6,5,3,4,2,2,2,5,4,5,4,4,1,3,2,2,5,6,2,4,5,2,2,3,18
"65179",3,NA,1,4,5,3,2,3,3,3,5,3,4,2,3,2,2,1,1,3,3,1,2,2,4,1,3,18
"65180",1,5,6,6,6,6,6,3,1,1,3,1,6,6,6,3,5,5,3,1,5,2,6,6,1,2,2,24
"65185",1,5,6,5,4,5,5,5,1,1,4,2,4,3,5,1,1,1,1,2,4,2,2,2,4,2,3,45
"65186",3,6,6,5,6,4,4,3,4,1,3,5,4,5,6,2,5,4,1,2,6,3,5,4,1,1,1,40
"65188",1,6,6,1,6,5,4,5,4,5,3,6,5,6,5,4,6,3,5,5,4,3,5,6,2,1,5,28
"65190",4,3,4,4,1,6,4,5,5,5,6,6,4,5,5,1,3,1,4,1,6,1,6,6,1,1,2,24
"65191",4,6,6,6,2,5,6,6,1,1,4,3,6,4,6,2,1,5,5,1,6,1,6,6,1,1,1,25
"65193",2,4,5,4,1,4,4,4,5,4,1,2,4,6,5,4,5,5,3,3,2,2,4,5,4,2,2,20
"65195",2,5,5,6,5,4,5,4,3,4,2,2,4,5,4,5,5,4,4,3,5,2,5,4,3,1,1,15
"65196",2,5,3,4,3,5,3,2,4,4,1,2,4,5,5,2,2,2,5,4,5,3,4,2,3,2,3,19
"65197",1,5,5,6,5,4,5,4,4,5,3,2,4,5,5,4,5,4,5,4,5,2,6,6,1,2,5,39
"65199",1,6,6,6,6,5,5,4,2,2,2,1,3,6,5,2,1,1,1,1,5,2,4,5,3,1,4,39
"65201",3,5,4,3,4,4,5,5,4,2,2,3,NA,5,4,4,2,2,5,4,4,3,4,3,3,2,2,19
"65202",2,5,4,5,5,5,5,2,3,2,1,3,4,6,5,4,5,5,3,3,2,3,3,4,2,2,2,19
"65204",4,3,6,6,6,5,5,5,3,4,6,1,6,6,6,5,3,5,4,2,5,6,5,6,4,1,3,23
"65206",3,3,4,5,6,5,5,2,3,3,1,1,5,6,6,2,2,1,1,1,6,3,5,4,2,1,1,17
"65207",1,5,5,4,6,5,3,5,4,4,5,5,5,5,5,2,3,3,3,1,5,4,5,4,2,2,5,43
"65212",2,3,4,5,2,6,5,5,1,4,3,2,5,5,6,3,3,2,2,2,5,1,5,2,3,1,3,20
"65213",2,2,6,2,6,4,4,5,2,6,4,5,5,6,5,6,6,5,4,6,5,4,5,4,6,1,3,19
"65215",1,6,6,6,6,5,5,4,5,4,2,1,5,6,5,1,2,6,5,5,6,1,6,6,1,2,1,62
"65220",3,5,4,5,5,4,2,5,4,5,1,5,5,4,6,5,6,6,4,4,6,3,5,6,2,2,3,20
"65223",3,5,1,3,4,5,5,3,4,5,5,6,3,4,3,5,6,5,4,4,5,1,6,6,1,2,4,22
"65224",4,4,4,2,4,6,6,6,2,2,5,5,3,5,6,3,5,2,2,4,4,3,3,3,3,2,2,21
"65229",2,6,6,6,6,4,5,5,1,2,2,3,5,4,5,4,5,5,3,4,5,3,5,5,1,2,3,23
"65230",5,4,5,2,5,5,5,5,2,1,1,2,4,5,5,4,4,5,2,2,5,3,5,6,4,2,3,18
"65232",4,4,5,1,5,4,3,3,5,5,1,1,6,6,6,3,2,3,1,3,6,1,5,5,1,2,3,18
"65235",4,6,5,6,6,4,3,4,3,4,3,6,1,4,5,4,6,6,6,4,5,6,4,6,3,1,3,19
"65236",2,5,5,4,5,4,3,3,2,2,4,4,5,5,4,3,3,2,5,2,6,6,5,2,2,1,3,18
"65237",3,4,4,4,4,4,4,5,2,3,3,4,NA,4,4,4,3,1,3,2,4,4,3,3,3,1,5,22
"65238",1,6,5,5,6,6,6,6,1,1,2,1,5,2,6,1,1,2,2,1,4,1,6,2,1,1,4,24
"65240",2,6,6,6,1,5,5,2,2,6,5,6,5,1,6,4,5,5,6,6,4,1,5,6,1,2,3,23
"65241",1,6,6,6,6,5,5,5,1,2,1,1,6,6,6,4,2,2,1,2,5,5,4,4,2,2,3,22
"65245",2,5,2,6,NA,1,6,1,1,5,3,5,2,5,4,1,3,1,4,1,6,3,4,6,1,1,3,18
"65247",3,5,4,6,4,5,2,3,4,5,3,4,4,4,4,6,6,6,5,5,4,5,4,2,2,2,3,34
"65249",1,4,2,6,5,5,5,3,2,5,3,6,5,4,5,1,4,2,2,2,5,4,5,5,2,1,5,43
"65252",5,5,2,5,2,5,4,4,2,4,5,3,4,4,2,2,2,2,4,2,5,2,5,4,2,1,5,33
"65254",3,3,5,1,5,5,5,4,1,4,2,1,5,4,5,2,5,4,4,1,5,2,5,4,1,2,2,25
"65255",5,6,5,6,4,6,5,4,1,1,3,2,NA,5,4,1,1,2,2,1,6,1,6,6,1,1,1,18
"65256",3,3,1,1,3,5,5,4,2,5,3,6,4,2,6,3,3,3,3,4,2,2,5,4,2,2,NA,25
"65257",2,5,5,5,4,4,4,6,1,5,4,3,1,4,5,4,5,4,5,5,4,2,5,5,2,2,5,38
"65258",1,6,6,6,6,6,6,6,1,1,1,3,6,6,6,6,5,6,6,1,6,4,5,6,1,2,4,22
"65260",4,5,5,5,6,5,4,4,2,2,2,2,4,6,5,1,4,2,2,1,4,2,5,2,2,2,3,39
"65262",1,5,5,5,6,5,5,3,3,4,2,1,5,5,5,5,6,5,3,3,4,5,5,5,3,2,3,34
"65266",1,5,6,6,6,5,6,6,2,1,4,2,6,5,5,1,1,1,2,1,5,2,6,2,3,2,5,54
"65267",2,5,5,6,5,5,5,6,2,2,2,2,2,5,5,2,1,1,2,2,5,2,2,5,2,1,3,56
"65268",1,5,4,5,4,5,6,6,3,6,2,5,4,5,3,2,3,5,5,6,6,2,5,6,1,2,3,21
"65271",1,5,2,5,3,3,2,4,2,5,3,2,4,4,5,3,3,5,4,5,5,3,5,6,5,2,5,30
"65273",3,6,3,4,3,5,2,4,5,2,5,5,2,3,3,5,4,4,3,6,4,5,4,5,6,1,4,22
"65274",1,4,5,4,5,5,6,3,1,3,3,1,6,6,6,3,2,2,2,4,5,4,5,2,2,2,5,31
"65275",2,5,5,6,2,6,5,4,4,6,2,2,2,3,2,2,1,3,2,4,3,2,2,4,3,2,3,17
"65278",2,6,4,4,3,5,4,5,3,4,1,4,2,4,5,2,5,4,4,2,5,1,5,6,2,2,5,24
"65279",2,5,5,5,5,5,2,2,3,2,3,4,4,5,5,3,3,4,4,4,4,3,3,4,5,2,5,23
"65281",3,5,2,2,5,2,3,5,1,2,2,2,3,2,4,2,2,5,2,2,4,2,1,2,3,1,1,21
"65282",2,2,2,5,5,6,6,5,1,4,2,3,3,2,4,4,4,2,1,3,6,2,4,1,1,1,3,26
"65285",4,4,3,2,5,5,4,4,2,5,5,4,4,3,2,2,4,5,4,5,4,2,5,6,1,2,4,21
"65286",NA,6,5,6,6,6,5,5,1,2,2,2,4,5,6,2,1,2,3,2,5,1,6,6,1,2,4,50
"65288",4,6,4,6,3,5,2,3,5,4,1,1,4,4,5,4,4,4,4,5,6,2,4,5,1,2,2,35
"65289",1,6,6,4,6,2,4,4,1,2,2,1,6,6,4,1,1,1,1,1,3,1,2,1,NA,2,2,72
"65291",1,5,4,4,5,6,2,3,3,4,3,4,4,3,5,2,2,4,4,2,4,2,4,5,6,2,3,39
"65295",2,5,4,5,5,4,3,4,4,3,3,4,1,2,5,4,4,4,4,4,4,2,4,6,3,2,2,40
"65296",2,5,5,6,5,5,5,5,4,4,6,5,5,5,4,1,4,1,4,1,2,4,5,3,5,2,3,41
"65297",2,4,3,6,4,4,2,2,1,5,1,1,3,6,2,3,4,4,4,3,4,1,2,2,2,2,NA,14
"65299",1,6,6,5,5,4,2,4,3,5,5,1,5,4,4,3,4,2,2,2,6,1,4,4,2,2,4,40
"65300",1,6,6,6,6,6,6,6,1,1,1,2,4,6,5,1,3,3,1,1,6,1,6,5,1,1,1,36
"65301",5,4,4,4,3,4,2,2,4,4,2,2,5,4,4,2,2,1,3,1,5,1,6,4,2,1,1,24
"65307",4,5,4,5,5,5,5,6,4,4,4,6,4,2,3,1,1,1,1,2,6,2,5,6,2,1,1,19
"65309",5,2,1,2,5,2,4,3,4,5,2,5,2,3,5,4,5,5,5,6,3,1,6,6,1,2,4,22
"65311",1,6,6,6,6,6,1,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,6,6,2,4,38
"65313",1,4,4,6,4,6,6,5,1,5,5,5,4,3,6,5,5,4,5,6,4,1,3,6,2,1,NA,16
"65314",2,6,4,5,5,5,6,5,1,4,2,5,5,4,6,6,6,5,NA,6,4,3,6,5,1,2,3,20
"65316",3,3,4,2,4,5,4,5,3,5,6,5,3,3,4,3,4,4,4,6,3,5,4,5,4,2,4,20
"65319",2,4,4,5,4,2,2,4,4,5,4,3,4,5,4,1,3,2,2,1,5,1,4,6,1,2,3,32
"65320",2,6,4,6,5,2,5,2,4,5,3,2,4,5,5,5,4,5,4,6,5,4,3,3,5,1,4,23
"65322",2,2,4,5,2,6,6,5,2,3,6,5,6,1,2,5,5,4,5,4,6,1,6,6,1,1,2,20
"65326",2,5,5,2,5,3,2,4,3,4,2,2,4,5,5,3,4,3,3,2,5,3,4,5,3,2,4,28
"65327",2,5,5,5,5,6,5,4,3,4,2,4,4,5,3,4,4,4,4,4,4,4,4,5,3,2,3,20
"65332",1,6,5,6,5,3,4,5,5,5,3,5,4,5,5,2,4,3,3,2,5,3,4,2,3,2,3,20
"65335",1,6,6,6,5,6,5,5,1,3,3,2,3,6,4,4,4,4,2,3,4,1,5,5,2,2,5,48
"65342",2,5,5,2,5,3,2,5,3,4,2,2,4,5,5,2,4,1,2,2,4,2,4,5,2,2,4,28
"65343",2,5,5,2,5,3,3,5,3,4,2,2,5,5,5,2,4,1,2,2,4,2,4,5,2,2,4,28
"65344",2,6,5,3,5,3,3,4,2,4,2,1,5,5,5,2,4,1,2,2,5,2,4,6,2,2,4,28
"65346",2,5,5,2,5,3,3,4,2,4,2,1,5,5,5,2,4,2,2,2,5,2,4,6,2,2,4,28
"65347",3,4,4,5,5,5,4,2,2,5,2,4,2,4,4,4,4,4,5,3,4,4,5,4,3,2,3,29
"65348",1,4,4,4,4,5,3,4,3,2,3,1,3,5,5,2,3,4,2,3,5,2,4,4,2,1,4,28
"65349",3,5,6,5,5,5,6,3,2,5,1,4,6,4,6,4,4,5,6,2,5,1,6,6,1,2,3,21
"65352",5,5,2,5,3,6,6,5,1,1,3,4,3,3,5,4,5,2,4,1,3,2,4,6,2,2,5,26
"65353",1,5,5,6,6,5,2,2,2,3,2,2,5,6,5,2,3,2,2,1,5,5,5,3,5,1,3,40
"65356",1,6,5,5,5,5,2,5,1,4,2,1,3,5,4,2,4,4,2,4,5,2,5,6,2,2,2,25
"65359",3,3,4,3,4,5,5,3,3,5,3,5,3,3,2,5,5,6,4,4,5,2,6,5,1,1,1,23
"65361",1,6,3,5,4,5,2,4,3,5,6,3,2,3,1,1,2,1,2,3,5,2,3,5,2,1,3,19
"65362",4,2,4,5,4,4,4,5,NA,1,5,4,1,3,2,NA,2,1,3,4,5,1,4,2,NA,1,3,39
"65363",1,6,5,4,6,5,4,4,5,6,4,4,4,3,5,2,5,1,2,4,6,6,5,4,2,2,5,53
"65370",2,5,6,6,6,6,5,4,5,5,1,2,3,6,3,4,1,6,6,2,5,1,4,2,5,1,4,21
"65372",1,6,6,4,6,6,6,5,1,5,1,4,6,4,5,5,5,6,4,5,6,1,6,6,1,2,5,31
"65374",1,6,6,6,5,5,4,5,1,1,4,4,4,5,4,4,4,4,4,2,5,1,4,5,2,2,3,29
"65377",1,6,6,6,5,6,6,6,2,1,4,4,4,5,5,1,4,1,1,1,6,2,5,6,1,2,4,50
"65378",5,4,2,5,3,5,6,6,1,2,3,2,4,5,4,2,5,2,3,1,6,1,5,4,1,1,4,54
"65381",5,2,1,2,2,4,6,6,1,5,1,6,2,5,2,6,6,6,6,6,6,3,5,6,1,2,NA,18
"65382",5,6,6,6,6,6,6,6,1,3,4,3,5,6,5,1,5,4,4,3,5,2,5,6,1,2,3,21
"65385",1,6,4,5,6,2,3,3,4,6,2,4,4,6,2,1,1,1,1,4,3,2,5,6,2,1,3,22
"65386",2,5,4,6,4,2,1,2,4,5,4,4,4,4,3,2,3,2,3,2,3,3,4,3,2,2,5,32
"65387",3,5,6,6,5,3,6,6,1,1,1,1,6,5,3,1,1,2,2,1,6,1,6,2,1,2,3,46
"65388",1,6,6,5,6,6,6,6,1,1,6,4,5,5,6,6,6,5,6,5,3,4,6,6,1,2,3,40
"65391",1,6,6,6,6,5,5,5,1,1,3,2,5,5,4,1,1,2,2,1,5,1,5,5,1,2,5,52
"65392",4,3,3,5,1,3,5,2,5,5,1,1,4,2,2,6,6,6,6,6,2,5,4,6,5,2,3,50
"65395",2,5,5,5,6,4,5,5,4,4,4,2,5,5,4,4,4,5,4,4,4,3,4,5,3,2,3,19
"65401",2,4,5,6,5,3,2,5,3,5,4,1,5,3,1,2,5,6,4,2,2,3,5,2,2,2,5,25
"65402",1,6,6,4,6,4,4,1,5,5,4,5,5,2,2,5,5,5,6,2,5,1,6,6,2,1,3,19
"65403",1,6,6,6,6,6,6,4,1,3,6,4,5,5,6,6,6,3,1,4,3,5,6,4,4,1,4,22
"65404",4,5,4,6,5,4,3,1,4,6,3,1,NA,6,6,4,6,5,6,6,6,6,3,6,5,2,4,26
"65405",1,5,6,4,6,2,5,5,6,5,2,1,6,5,6,4,5,3,4,4,5,5,6,2,4,2,5,29
"65407",1,5,6,6,1,1,6,5,1,1,1,1,5,6,1,5,2,1,5,5,6,4,5,1,2,2,5,38
"65408",3,4,3,5,4,5,5,4,3,2,6,6,2,2,3,4,4,2,3,2,6,1,5,6,1,1,5,32
"65411",3,6,6,5,5,4,3,4,4,5,2,2,5,6,6,3,5,4,4,5,6,4,4,5,3,2,3,23
"65412",6,4,1,5,4,5,4,5,5,6,6,6,4,4,5,1,1,1,1,1,6,5,1,5,5,1,1,44
"65413",2,4,4,5,5,5,6,5,1,3,2,3,4,5,4,3,5,5,3,6,4,3,4,5,2,2,3,35
"65415",1,5,4,6,4,3,6,5,2,3,5,4,4,5,4,1,1,2,3,4,5,5,5,2,5,1,5,21
"65417",1,5,5,6,5,5,4,4,2,5,1,5,5,6,2,1,1,1,2,6,4,2,5,5,6,2,5,29
"65419",4,3,5,6,4,4,5,5,1,3,5,3,3,5,3,1,4,3,4,2,4,4,5,3,2,1,4,21
"65420",1,6,6,6,3,1,6,5,1,1,2,NA,6,5,5,2,2,1,1,2,5,1,5,5,1,2,3,33
"65421",6,6,4,4,4,4,5,5,2,5,5,1,2,6,5,5,4,6,4,5,5,4,4,4,3,2,4,23
"65424",1,5,6,5,5,4,NA,5,4,5,4,4,4,4,3,2,4,3,3,2,4,2,6,6,1,2,2,57
"65426",2,6,5,5,3,5,5,6,2,2,5,6,4,2,4,5,5,6,5,6,5,1,5,6,2,2,3,21
"65428",1,6,6,4,6,4,5,5,2,2,1,1,4,6,5,2,2,2,4,2,5,4,5,5,2,2,5,42
"65430",2,5,5,1,4,4,2,5,4,6,4,4,5,1,1,2,4,2,5,4,5,1,5,5,5,2,4,30
"65432",5,4,5,6,2,6,4,3,6,4,3,4,5,5,6,5,6,6,3,3,5,2,4,6,2,1,2,39
"65433",4,4,4,5,4,3,5,6,3,2,6,4,4,4,4,4,5,5,6,1,5,3,4,6,1,2,1,17
"65434",2,6,6,6,5,5,5,5,2,2,1,2,5,6,5,2,2,1,1,2,5,3,5,5,2,2,5,36
"65435",5,4,5,4,5,4,5,6,3,3,3,2,6,2,6,6,6,6,6,6,6,4,5,6,1,2,4,18
"65437",6,6,6,5,5,6,5,6,1,2,1,2,5,6,6,1,1,1,1,1,6,1,5,1,1,1,1,20
"65439",3,1,1,2,1,6,4,2,6,5,6,5,4,6,5,1,4,6,6,6,6,5,1,6,1,1,5,21
"65440",2,6,6,2,4,5,4,4,4,6,3,2,4,5,4,4,4,3,5,2,6,1,4,6,1,1,2,20
"65442",1,5,6,5,5,5,5,5,1,1,4,4,4,2,5,3,3,5,5,1,6,1,6,6,1,2,4,35
"65445",1,6,6,6,4,1,5,6,1,1,1,1,5,2,6,3,4,4,1,1,5,4,4,2,3,2,3,26
"65446",2,5,4,3,3,4,4,4,4,6,6,5,3,6,5,4,4,4,5,5,5,3,4,5,5,1,4,26
"65448",1,6,6,6,6,5,3,1,6,2,4,2,6,3,6,6,6,6,6,6,6,1,6,6,1,2,2,40
"65450",4,5,5,4,5,5,5,4,3,4,5,3,5,5,6,2,2,2,3,1,5,2,5,6,2,1,4,23
"65452",3,4,3,1,3,6,4,4,4,5,2,4,2,2,5,3,4,5,3,2,4,1,5,5,3,1,5,25
"65453",1,5,6,4,6,6,6,3,2,2,4,2,5,5,6,1,5,6,4,6,4,2,6,6,1,2,5,38
"65455",3,5,5,3,5,5,6,3,1,2,6,4,4,5,5,4,4,5,4,4,4,1,5,5,2,2,5,27
"65457",1,6,5,4,4,4,5,2,3,5,1,3,3,4,5,2,3,5,6,2,5,1,5,5,2,2,NA,14
"65458",1,5,6,5,2,5,5,3,2,3,1,1,5,6,5,1,2,5,2,1,6,4,5,2,4,2,1,27
"65459",2,5,5,6,5,6,5,5,2,1,1,1,5,6,5,1,1,2,1,1,6,4,5,2,2,1,5,32
"65460",1,5,6,5,6,4,4,5,2,4,2,1,6,6,6,2,4,2,4,1,6,1,5,6,2,1,5,39
"65462",2,5,5,4,4,5,6,4,2,2,1,2,4,4,6,6,6,2,3,5,5,2,5,5,3,2,3,31
"65466",5,5,2,2,4,4,6,5,4,5,4,4,4,6,4,6,6,5,6,4,5,4,5,5,5,1,5,31
"65467",2,6,6,6,6,5,5,4,3,2,1,2,5,6,5,3,3,3,2,2,5,5,5,6,2,2,2,20
"65470",1,5,4,4,5,5,4,4,1,2,1,1,4,5,5,3,3,2,3,2,4,4,4,6,3,2,5,32
"65472",1,6,6,6,6,5,5,4,2,2,2,4,4,5,3,3,4,2,3,3,5,2,4,6,2,2,3,42
"65473",1,5,5,6,4,4,4,4,2,2,1,4,3,6,4,NA,4,4,4,6,5,4,4,4,4,2,3,20
"65474",4,4,5,4,4,5,3,3,2,3,3,4,5,3,5,2,4,4,3,4,4,2,4,4,3,2,3,26
"65475",4,4,4,4,4,5,6,2,2,4,6,4,6,6,4,1,1,2,4,3,6,1,6,6,1,1,3,23
"65476",1,6,5,5,5,5,2,5,3,5,4,4,5,4,3,4,4,5,6,4,6,4,6,6,1,1,3,32
"65477",1,4,6,2,5,6,6,4,1,4,6,6,6,1,4,5,4,4,4,6,6,2,6,6,1,2,5,27
"65479",1,6,5,6,5,6,5,5,2,3,5,6,2,3,4,3,4,2,5,2,4,3,4,5,2,2,3,19
"65484",5,3,5,6,4,5,5,3,2,6,1,1,4,5,6,NA,5,6,4,2,6,5,3,6,3,2,3,43
"65487",1,6,6,6,6,6,5,5,1,4,1,1,5,6,5,1,1,4,1,5,6,5,6,6,2,2,3,31
"65488",1,6,4,2,6,4,4,6,5,1,2,2,2,4,4,3,3,1,1,5,4,6,1,5,5,2,5,25
"65490",1,6,6,6,6,5,5,4,4,2,2,1,5,4,5,4,3,3,2,1,6,1,5,5,2,2,5,29
"65491",3,6,5,6,6,3,2,4,3,6,1,1,5,6,6,1,2,2,1,1,5,3,5,4,6,1,3,42
"65494",5,5,5,5,3,4,5,5,1,2,1,2,4,5,6,5,4,4,2,6,4,5,5,4,2,2,3,39
"65496",3,4,3,4,3,3,4,4,3,4,NA,5,3,1,1,3,4,3,4,5,3,4,3,4,3,2,5,31
"65499",1,6,6,4,5,5,4,5,1,1,2,1,5,6,6,1,5,1,1,2,6,4,5,5,2,1,5,24
"65501",1,4,4,6,4,5,5,4,2,3,NA,4,2,3,4,3,3,4,4,3,3,1,3,5,1,2,5,45
"65502",1,6,6,5,6,6,5,4,1,4,2,2,6,5,6,2,2,3,2,1,6,4,6,4,2,1,5,30
"65503",5,2,2,4,4,5,5,5,1,1,6,5,2,2,5,3,2,2,5,2,2,1,4,4,6,2,4,21
"65504",2,4,5,5,5,3,3,4,5,3,4,4,6,5,5,6,5,6,4,4,5,1,5,4,5,2,NA,14
"65506",2,6,5,5,5,5,6,5,2,2,1,2,4,6,6,1,2,2,2,3,6,1,5,6,4,2,3,25
"65510",1,4,6,5,6,6,4,4,5,6,2,3,6,6,4,1,2,2,5,1,6,2,5,5,3,2,2,48
"65511",2,6,4,3,4,1,4,1,4,6,1,6,2,2,6,6,6,6,6,5,3,6,3,5,6,2,3,40
"65512",1,4,4,4,4,5,5,3,2,4,2,4,3,4,4,4,4,4,4,5,6,4,4,6,1,1,4,44
"65515",2,4,4,6,4,5,6,4,1,5,2,4,4,5,3,4,5,5,5,5,4,2,5,6,2,2,4,36
"65519",5,2,2,2,4,2,2,4,6,4,4,4,4,2,2,3,5,4,6,3,6,1,5,6,4,2,2,28
"65522",1,5,5,6,5,5,5,5,1,4,2,3,4,5,4,1,1,1,1,4,5,1,4,5,2,1,3,39
"65523",1,5,5,5,4,4,5,5,4,6,4,5,5,2,5,4,NA,5,5,4,6,4,5,5,4,2,4,35
"65524",2,5,5,5,6,6,5,6,1,1,2,1,6,5,5,2,2,1,1,1,5,1,6,4,1,1,3,33
"65526",2,5,5,6,4,4,4,4,2,3,3,3,4,4,4,1,2,1,2,1,4,3,4,4,3,2,3,21
"65527",4,5,5,6,4,6,6,6,1,2,2,3,4,4,6,3,4,4,2,4,4,3,6,6,1,1,3,19
"65528",2,2,5,5,3,3,4,3,2,3,2,2,3,5,2,3,3,4,2,3,5,1,5,5,2,1,4,45
"65529",2,5,4,4,4,3,4,5,2,2,4,5,2,4,3,2,2,2,2,3,3,2,2,6,3,2,4,49
"65532",1,4,3,4,5,5,4,5,2,1,5,2,4,4,5,3,2,5,2,4,5,3,4,5,2,2,4,23
"65536",4,5,5,6,5,5,5,3,2,4,1,4,4,6,6,1,3,1,1,1,6,2,6,5,1,2,3,27
"65538",1,6,6,5,6,6,3,4,1,3,1,1,6,5,6,3,2,1,1,NA,6,1,1,6,1,2,5,52
"65545",3,4,4,6,3,4,4,2,2,5,4,4,3,4,3,4,5,4,4,3,NA,5,5,4,4,2,5,40
"65547",2,6,5,6,6,6,5,5,2,4,4,4,6,6,6,3,4,4,4,2,5,2,5,6,4,1,5,29
"65548",2,4,5,4,4,6,6,NA,1,1,2,2,2,5,5,2,2,1,2,2,5,2,NA,4,2,2,3,49
"65549",2,4,4,3,4,2,4,4,6,6,3,4,1,2,6,6,6,3,6,5,5,5,4,1,3,2,2,30
"65551",2,5,5,4,5,5,4,4,1,3,2,3,4,5,5,3,4,3,2,2,4,2,4,6,1,2,3,25
"65552",1,5,5,6,6,5,6,6,1,1,5,4,5,5,6,1,4,1,4,1,NA,5,5,6,5,2,5,45
"65556",1,6,6,6,6,4,4,4,2,2,1,1,6,6,6,1,2,3,1,1,6,1,6,4,1,2,3,27
"65557",1,6,5,4,6,5,5,5,2,3,4,4,3,2,3,5,4,6,5,6,6,1,5,5,1,2,3,29
"65563",1,6,5,4,5,6,2,5,1,1,1,1,5,6,6,1,1,1,1,1,6,1,6,6,1,1,5,26
"65564",2,5,6,5,6,6,5,1,4,1,1,1,5,6,5,1,1,4,1,1,6,6,4,6,5,1,4,32
"65565",5,2,3,4,2,6,6,6,1,1,5,5,2,2,5,5,6,2,2,1,5,1,5,4,2,1,5,29
"65566",2,6,5,6,3,6,6,6,1,1,5,NA,2,6,5,2,2,1,1,2,6,1,6,4,1,2,3,52
"65568",1,6,4,6,4,6,5,5,5,5,4,5,3,2,4,5,6,5,2,4,6,1,4,6,1,1,5,54
"65569",2,5,6,4,6,4,5,6,3,2,2,2,6,6,5,4,4,3,2,3,6,2,5,5,2,2,3,20
"65571",1,6,6,6,6,5,5,4,3,5,3,5,5,4,5,3,4,2,4,5,6,3,5,6,3,2,1,16
"65575",1,5,5,5,5,5,2,2,6,5,6,4,2,6,4,1,2,3,NA,1,6,6,5,2,5,1,4,36
"65577",3,2,3,5,3,1,5,2,4,6,5,6,2,1,1,6,6,6,4,5,4,1,1,6,1,2,3,22
"65578",3,6,5,6,5,5,5,6,1,1,2,3,4,4,5,4,4,4,3,2,5,4,4,5,2,2,2,35
"65580",1,6,6,4,6,5,2,1,5,5,1,1,5,6,5,4,4,6,1,6,6,4,5,5,4,2,4,24
"65583",1,5,5,6,4,6,6,6,2,1,2,2,5,6,5,1,1,1,1,1,6,5,5,5,1,1,5,38
"65584",1,6,6,5,6,4,3,5,3,2,2,2,4,5,4,2,3,4,3,4,3,4,4,6,1,2,3,20
"65586",2,5,6,6,4,5,6,5,1,1,5,1,5,6,6,3,4,3,2,4,5,2,5,5,2,2,3,33
"65589",1,6,6,6,6,6,6,3,1,1,1,1,6,6,6,6,6,6,6,3,6,6,6,6,1,2,3,26
