"","id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp"
"37934","klippjo01",1955,1,"CIN","NL",39,31,3,2,1,0,0,1,0,0,3,15,0,1,4,0,1
"37935","kluszte01",1955,1,"CIN","NL",153,612,116,192,25,0,47,113,1,1,66,40,25,4,0,4,10
"37939","kuzavbo01",1955,2,"PHI","NL",17,7,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0
"37940","labincl01",1955,1,"BRO","NL",60,31,4,3,0,0,3,5,0,0,3,18,0,0,3,0,0
"37941","landrho01",1955,1,"CIN","NL",43,87,9,22,3,0,4,7,0,1,10,14,1,0,1,0,2
"37947","lawve01",1955,1,"PIT","NL",44,63,8,16,3,0,1,8,1,0,4,16,0,0,2,0,0
"37950","lockmwh01",1955,1,"NY1","NL",147,576,76,157,19,0,15,49,3,3,39,34,2,3,6,3,7
"37956","lowrepe01",1955,1,"PHI","NL",54,106,9,20,4,0,0,8,2,0,7,10,0,0,0,1,8
"37961","matheed01",1955,1,"ML1","NL",141,499,108,144,23,5,41,101,3,4,109,98,20,1,1,6,5
"37962","mayswi01",1955,1,"NY1","NL",152,580,123,185,18,13,51,127,24,4,79,60,13,4,0,7,12
"37964","mcculcl01",1955,1,"CHN","NL",44,81,7,16,0,0,0,10,0,0,8,15,3,1,2,2,1
"37965","mcdanli01",1955,1,"SLN","NL",4,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
"37966","mcmilro01",1955,1,"CIN","NL",151,470,50,126,21,2,1,37,4,4,66,33,7,7,10,3,11
"37973","miksied01",1955,1,"CHN","NL",131,481,52,113,14,2,9,41,3,6,32,55,3,0,10,1,11
"37986","musiast01",1955,1,"SLN","NL",154,562,97,179,30,5,33,108,5,4,80,39,19,8,2,4,12
"37991","nuxhajo01",1955,1,"CIN","NL",53,86,10,17,4,0,3,14,0,0,8,24,0,1,4,2,0
"37996","pafkoan01",1955,1,"ML1","NL",86,252,29,67,3,5,5,34,1,2,7,23,1,4,1,3,8
"38006","podrejo01",1955,1,"BRO","NL",32,60,9,11,2,0,0,5,0,1,4,5,0,0,4,0,1
"38008","polleho01",1955,1,"CHN","NL",24,15,0,6,2,0,0,0,0,0,2,5,0,0,1,0,0
"38009","postwa01",1955,1,"CIN","NL",154,601,116,186,33,3,40,109,7,4,60,102,5,2,2,3,15
"38014","reesepe01",1955,1,"BRO","NL",145,553,99,156,29,4,10,61,8,7,78,60,1,3,13,5,22
"38017","ricede01",1955,1,"SLN","NL",20,59,6,12,3,0,1,7,0,0,7,6,0,0,1,1,2
"38018","ricede01",1955,2,"ML1","NL",27,71,5,14,0,1,2,7,0,0,6,12,2,0,1,0,1
"38022","roberro01",1955,1,"PHI","NL",51,107,12,27,9,4,2,13,0,0,18,18,0,0,5,0,2
"38031","sauerha01",1955,1,"CHN","NL",79,261,29,55,8,1,12,28,0,0,26,47,0,2,0,1,8
"38034","schoere01",1955,1,"SLN","NL",145,553,68,148,21,3,11,51,7,7,54,28,5,4,0,4,9
"38035","schofdi01",1955,1,"SLN","NL",12,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"38037","seminan01",1955,1,"CIN","NL",6,15,1,2,0,0,1,1,0,0,0,3,0,0,0,0,0
"38038","seminan01",1955,2,"PHI","NL",93,289,32,71,12,1,11,34,1,2,32,59,2,6,3,0,8
"38042","simmocu01",1955,1,"PHI","NL",27,46,5,8,1,1,0,2,0,0,1,10,0,0,1,0,1
"38048","snidedu01",1955,1,"BRO","NL",148,538,126,166,34,6,42,136,9,7,104,87,19,1,4,6,9
"38049","spahnwa01",1955,1,"ML1","NL",40,81,7,17,1,1,4,14,0,0,4,20,0,0,3,0,1
"38054","stalege01",1955,1,"CIN","NL",30,36,2,2,0,0,0,3,0,0,2,11,0,0,4,0,1
"38067","thomafr03",1955,1,"PIT","NL",142,510,72,125,16,2,25,72,2,0,60,76,10,2,3,6,13
"38069","thomsbo01",1955,1,"ML1","NL",101,343,40,88,12,3,12,56,2,1,34,52,4,0,1,5,10
"38073","torgeea01",1955,1,"PHI","NL",47,150,29,40,5,3,1,17,2,3,32,20,1,0,1,1,5
"38086","wehmehe01",1955,1,"PHI","NL",34,72,10,20,1,1,0,7,0,0,2,26,0,1,3,2,1
"38091","wilheho01",1955,1,"NY1","NL",59,19,2,3,0,0,0,0,0,0,1,4,0,0,1,0,0
"38097","abernte02",1956,1,"WS1","AL",5,11,1,2,0,0,0,1,0,0,0,5,0,0,0,0,0
"38099","adamsbo03",1956,1,"BAL","AL",41,111,19,25,6,1,0,7,1,1,25,15,0,0,5,2,1
"38100","aguirha01",1956,1,"CLE","AL",16,18,1,2,0,0,0,2,0,0,0,11,0,0,3,0,0
"38101","aparilu01",1956,1,"CHA","AL",152,533,69,142,19,6,3,56,21,4,34,63,2,1,14,1,9
"38112","berrayo01",1956,1,"NYA","AL",140,521,93,155,29,2,30,105,3,2,65,29,7,5,1,5,8
"38119","boonera01",1956,1,"DET","AL",131,481,77,148,14,6,25,81,0,0,77,46,8,3,2,5,13
"38121","boyercl02",1956,1,"KC1","AL",67,129,15,28,3,1,1,4,1,1,11,24,1,1,2,0,2
"38128","brownha01",1956,1,"BAL","AL",42,42,5,8,2,0,0,0,0,0,5,8,0,1,3,0,0
"38129","brunege01",1956,1,"KC1","AL",6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"38131","bunniji01",1956,1,"DET","AL",15,18,4,6,2,0,0,1,0,0,0,5,0,0,2,0,1
"38134","busbyji01",1956,1,"CLE","AL",135,494,72,116,17,3,12,50,8,3,43,47,2,4,5,0,13
"38137","byrneto01",1956,1,"NYA","AL",44,52,8,14,1,1,3,10,0,0,2,11,1,0,2,0,1
"38144","cervbo01",1956,1,"NYA","AL",54,115,16,35,5,6,3,25,0,1,18,13,0,0,1,1,3
"38148","colavro01",1956,1,"CLE","AL",101,322,55,89,11,4,21,65,0,1,49,46,0,2,4,3,4
"38171","donovdi01",1956,1,"CHA","AL",44,90,10,20,4,0,3,15,0,0,14,30,1,1,1,1,2
"38174","dropowa01",1956,1,"CHA","AL",125,361,42,96,13,1,8,52,1,0,37,51,2,3,5,6,15
"38178","eversho01",1956,1,"CLE","AL",3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"38179","eversho01",1956,2,"BAL","AL",48,112,20,27,3,0,1,4,1,0,24,18,0,0,2,0,0
"38180","fellebo01",1956,1,"CLE","AL",19,16,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
"38185","foileha01",1956,1,"CLE","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38186","fordwh01",1956,1,"NYA","AL",31,78,9,17,2,0,0,4,0,0,9,14,0,0,5,0,0
"38187","fornimi01",1956,1,"CHA","AL",6,5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
"38188","fornimi01",1956,2,"BAL","AL",33,30,2,5,1,0,0,0,0,0,0,5,0,0,1,0,1
"38189","foxne01",1956,1,"CHA","AL",154,649,109,192,20,10,4,52,8,4,44,14,1,10,13,5,19
"38191","francti01",1956,1,"BAL","AL",139,445,62,115,16,4,9,57,11,5,51,60,4,1,0,3,6
"38195","garvene01",1956,1,"DET","AL",6,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"38198","ginsbjo01",1956,1,"KC1","AL",71,195,15,48,8,1,1,12,1,1,23,17,3,0,0,2,7
"38199","ginsbjo01",1956,2,"BAL","AL",15,28,0,2,0,0,0,2,0,0,2,4,0,0,1,1,2
"38200","goodmbi01",1956,1,"BOS","AL",105,399,61,117,22,8,2,38,0,3,40,22,1,0,7,2,3
"38205","gromest01",1956,1,"DET","AL",40,27,3,4,0,0,0,1,0,0,11,10,0,0,3,0,1
"38206","grothjo01",1956,1,"KC1","AL",95,244,22,63,13,3,5,37,1,2,30,31,2,0,2,4,9
"38213","hattogr01",1956,1,"BOS","AL",5,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
"38214","hattogr01",1956,3,"BAL","AL",27,61,4,9,1,0,1,3,0,0,13,6,1,0,1,0,0
"38215","heganji01",1956,1,"CLE","AL",122,315,42,70,15,2,6,34,1,1,49,54,6,0,4,0,8
"38221","hoeftbi01",1956,1,"DET","AL",42,80,16,20,3,1,0,9,0,0,12,22,0,0,5,0,1
"38225","howarel01",1956,1,"NYA","AL",98,290,35,76,8,3,5,34,0,1,21,30,6,1,2,2,11
"38234","kalinal01",1956,1,"DET","AL",153,617,96,194,32,10,27,128,7,1,70,55,4,1,1,4,10
"38236","kellge01",1956,1,"CHA","AL",21,80,7,25,5,0,1,11,0,0,8,6,0,0,2,1,3
"38237","kellge01",1956,2,"BAL","AL",102,345,45,90,17,2,8,37,0,1,25,31,3,3,12,4,8
"38239","kennebo01",1956,1,"CHA","AL",8,13,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0
"38240","kennebo01",1956,2,"DET","AL",69,177,17,41,5,0,4,22,2,2,24,19,2,2,3,1,10
"38243","killeha01",1956,1,"WS1","AL",44,99,10,22,2,0,5,13,0,0,10,39,0,0,0,1,2
"38250","kuennha01",1956,1,"DET","AL",146,591,96,196,32,7,12,88,9,5,55,34,3,3,0,8,11
"38253","larsedo01",1956,1,"NYA","AL",45,79,10,19,5,0,2,12,0,0,6,17,0,0,1,0,2
"38254","laryfr01",1956,1,"DET","AL",41,103,14,19,2,0,1,12,0,0,8,25,0,0,6,2,5
"38256","lauch01",1956,1,"DET","AL",3,9,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"38257","lemonbo01",1956,1,"CLE","AL",43,93,8,18,0,0,5,12,0,0,9,21,0,1,7,0,1
"38262","lollash01",1956,1,"CHA","AL",136,450,55,132,28,2,11,75,2,0,53,34,4,16,2,6,19
"38269","mantlmi01",1956,1,"NYA","AL",150,533,132,188,22,5,52,130,10,1,112,99,6,2,1,4,4
"38276","mastewa02",1956,1,"DET","AL",35,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"38278","maxwech01",1956,1,"DET","AL",141,500,96,163,14,3,28,87,1,1,79,74,1,2,3,8,5
"38282","mclisca01",1956,1,"CLE","AL",39,9,2,1,1,0,0,2,0,0,6,4,0,0,0,0,0
"38288","minosmi01",1956,1,"CHA","AL",151,545,106,172,29,11,21,88,12,6,86,40,4,23,4,7,10
"38295","mossle01",1956,1,"CHA","AL",56,127,20,31,4,0,10,22,0,0,18,15,0,0,2,0,7
"38299","niemabo01",1956,1,"CHA","AL",14,40,3,12,1,0,2,4,0,1,4,4,2,0,0,0,4
"38300","niemabo01",1956,2,"BAL","AL",114,388,60,125,20,6,12,64,1,5,86,59,3,0,1,3,10
"38302","norenir01",1956,1,"NYA","AL",29,37,4,8,1,0,0,6,0,0,12,7,2,0,0,0,1
"38303","northro01",1956,1,"CHA","AL",53,48,4,17,2,0,3,23,0,0,8,1,2,0,0,4,2
"38309","pascuca02",1956,1,"WS1","AL",43,58,3,8,2,1,0,2,0,0,2,6,0,1,6,0,3
"38312","phillda01",1956,1,"BAL","AL",32,117,13,24,4,2,1,17,3,1,18,13,3,0,0,1,7
"38313","phillda01",1956,2,"CHA","AL",86,279,44,74,14,2,4,47,1,3,28,27,0,1,2,6,9
"38315","piercbi02",1956,1,"CHA","AL",39,102,6,16,0,0,0,3,0,0,3,22,0,1,7,0,3
"38316","piersji01",1956,1,"BOS","AL",155,601,91,176,40,6,14,87,7,7,58,48,2,1,9,12,19
"38321","polleho01",1956,1,"CHA","AL",12,8,1,3,0,0,0,1,0,0,0,3,0,0,1,0,0
"38324","portebo01",1956,1,"BOS","AL",25,43,4,14,0,0,1,5,0,0,1,10,0,1,1,1,1
"38327","powervi01",1956,1,"KC1","AL",127,530,77,164,21,5,14,63,2,2,24,16,2,1,3,1,5
"38329","ramospe01",1956,1,"WS1","AL",56,44,9,9,0,2,0,2,0,1,2,16,0,0,4,0,1
"38335","robinbr01",1956,1,"BAL","AL",15,44,5,10,4,0,1,1,0,0,1,5,0,0,0,0,0
"38336","robined01",1956,1,"NYA","AL",26,54,7,12,1,0,5,11,0,1,5,3,1,3,0,0,0
"38337","robined01",1956,2,"KC1","AL",75,172,13,34,5,1,2,12,0,0,26,20,1,2,1,1,7
"38342","schmijo01",1956,1,"BOS","AL",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"38343","schmijo01",1956,2,"BAL","AL",18,9,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0
"38345","shantbo01",1956,1,"KC1","AL",51,22,2,2,1,0,0,1,0,0,2,4,0,0,2,0,1
"38347","sievero01",1956,1,"WS1","AL",152,550,92,139,27,2,29,95,0,0,100,88,10,5,0,4,12
"38353","skowrbi01",1956,1,"NYA","AL",134,464,78,143,21,6,23,90,4,4,50,60,3,6,2,1,16
"38354","slaugen01",1956,1,"KC1","AL",91,223,37,62,14,3,2,23,1,0,29,20,1,1,1,1,6
"38355","slaugen01",1956,2,"NYA","AL",24,83,15,24,4,2,0,4,1,1,5,6,0,0,1,0,0
"38362","stalege01",1956,1,"NYA","AL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38363","stalege01",1956,2,"CHA","AL",26,32,2,3,0,0,0,1,0,1,2,6,0,0,1,0,0
"38366","stobbch01",1956,1,"WS1","AL",38,84,3,15,3,0,0,9,0,1,2,15,0,1,4,1,3
"38370","sturdto01",1956,1,"NYA","AL",32,64,5,20,1,1,0,5,0,0,0,7,0,0,3,1,0
"38374","terryra01",1956,1,"NYA","AL",3,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"38378","torgeea01",1956,1,"DET","AL",117,318,61,84,9,3,12,42,6,4,78,47,0,0,1,3,5
"38380","truckvi01",1956,1,"DET","AL",22,45,4,11,2,0,0,2,0,1,0,4,0,0,2,0,0
"38384","valoel01",1956,1,"KC1","AL",9,9,1,2,0,0,0,2,0,0,1,1,0,0,0,1,0
"38385","vernomi01",1956,1,"BOS","AL",119,403,67,125,28,4,15,84,1,0,57,40,6,7,2,2,12
"38388","wertzvi01",1956,1,"CLE","AL",136,481,65,127,22,0,32,106,0,0,75,87,10,5,0,7,8
"38391","wightbi01",1956,1,"BAL","AL",35,60,2,12,0,0,0,4,0,0,2,26,0,0,2,0,0
"38392","willidi02",1956,2,"BAL","AL",87,353,45,101,18,4,11,37,5,5,30,40,1,0,7,0,10
"38393","willite01",1956,1,"BOS","AL",136,400,71,138,28,2,24,82,0,0,102,39,11,1,0,0,13
"38400","woodlge01",1956,1,"CLE","AL",100,317,56,83,17,0,8,38,2,6,69,29,2,3,7,3,6
"38402","wynnea01",1956,1,"CLE","AL",38,101,5,23,5,0,1,15,1,0,7,22,0,0,5,0,1
"38403","yosted01",1956,1,"WS1","AL",152,515,94,119,17,2,11,53,8,5,151,82,9,8,9,1,8
"38408","aaronha01",1956,1,"ML1","NL",153,609,106,200,34,14,26,92,2,4,37,54,6,2,5,7,21
"38410","adcocjo01",1956,1,"ML1","NL",137,454,76,132,23,1,38,103,1,0,32,86,6,1,11,2,11
"38415","ashburi01",1956,1,"PHI","NL",154,628,94,190,26,8,3,50,10,1,79,45,3,5,6,1,4
"38419","baileed01",1956,1,"CIN","NL",118,383,59,115,8,2,28,75,2,0,52,50,11,3,4,4,7
"38422","bankser01",1956,1,"CHN","NL",139,538,82,160,25,8,28,85,6,9,52,62,18,0,0,3,7
"38425","bellgu01",1956,1,"CIN","NL",150,603,82,176,31,4,29,84,6,2,50,66,4,3,7,3,10
"38428","blasido01",1956,1,"SLN","NL",150,587,94,153,22,7,0,27,8,8,72,52,0,3,2,1,3
"38433","boyerke01",1956,1,"SLN","NL",150,595,91,182,30,2,26,98,8,3,38,65,7,1,2,3,18
"38442","buhlbo01",1956,1,"ML1","NL",38,73,1,7,2,0,0,3,0,0,1,34,0,0,6,0,0
"38443","burdele01",1956,1,"ML1","NL",45,86,9,16,1,0,0,8,0,0,2,16,0,1,11,2,1
"38444","burgesm01",1956,1,"CIN","NL",90,229,28,63,10,0,12,39,0,1,26,18,4,0,1,2,5
"38450","clemero01",1956,1,"PIT","NL",147,543,66,169,30,7,7,60,6,6,13,58,2,4,8,4,14
"38456","coopewa01",1956,1,"SLN","NL",40,68,5,18,5,1,2,14,0,0,3,8,1,0,1,0,2
"38457","covinwe01",1956,1,"ML1","NL",75,138,17,39,4,0,2,16,1,0,16,20,3,1,2,0,2
"38459","crandde01",1956,1,"ML1","NL",112,311,37,74,14,2,16,48,1,2,35,30,15,1,6,5,5
"38463","darkal01",1956,1,"NY1","NL",48,206,19,52,12,0,2,17,0,0,8,13,0,1,3,4,5
"38464","darkal01",1956,2,"SLN","NL",100,413,54,118,14,7,4,37,3,1,21,33,0,2,2,4,9
"38470","dicksmu01",1956,1,"PHI","NL",3,9,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0
"38471","dicksmu01",1956,2,"SLN","NL",32,77,6,19,2,2,0,6,0,0,1,9,0,0,2,0,1
"38474","drabomo01",1956,1,"CHN","NL",9,16,1,4,0,0,0,0,0,0,0,3,0,0,2,0,0
"38479","ennisde01",1956,1,"PHI","NL",153,630,80,164,23,3,26,95,7,3,33,62,8,3,3,3,15
"38481","facero01",1956,1,"PIT","NL",69,26,2,5,0,0,0,1,0,0,0,5,0,0,1,0,0
"38483","farretu01",1956,1,"PHI","NL",1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"38485","floodcu01",1956,1,"CIN","NL",5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"38488","foileha01",1956,2,"PIT","NL",79,222,24,47,10,2,7,25,0,1,17,56,4,0,4,2,5
"38494","freesge02",1956,1,"PIT","NL",65,207,17,43,9,0,3,14,2,1,16,45,3,3,3,1,0
"38495","frienbo01",1956,1,"PIT","NL",49,97,7,16,2,0,1,8,0,0,1,19,0,0,11,0,1
"38497","furilca01",1956,1,"BRO","NL",149,523,66,151,30,0,21,83,1,1,57,41,15,1,2,4,27
"38506","groatdi01",1956,1,"PIT","NL",142,520,40,142,19,3,0,37,0,3,35,25,3,0,17,3,14
"38509","haddiha01",1956,1,"SLN","NL",5,9,1,2,1,0,0,1,0,0,2,3,0,0,0,0,1
"38510","haddiha01",1956,2,"PHI","NL",46,93,6,22,4,0,0,10,0,0,5,10,0,0,0,0,2
"38512","halldi01",1956,1,"PIT","NL",33,29,5,10,0,0,0,1,0,0,5,7,0,0,0,0,1
"38513","hamnegr01",1956,1,"PHI","NL",122,401,42,90,24,3,4,42,2,0,30,42,5,0,3,4,13
"38517","hattogr01",1956,2,"SLN","NL",44,73,10,18,1,2,0,7,1,0,13,7,0,0,3,0,3
"38524","hodgegi01",1956,1,"BRO","NL",153,550,86,146,29,4,32,87,3,3,76,91,10,0,5,2,16
"38531","jacksla01",1956,1,"SLN","NL",51,11,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0
"38540","joneswi01",1956,1,"PHI","NL",149,520,88,144,20,4,17,78,5,4,92,49,6,1,3,5,15
"38551","klinero01",1956,1,"PIT","NL",44,79,2,10,0,0,0,3,1,0,4,26,0,0,5,1,0
"38552","klippjo01",1956,1,"CIN","NL",37,71,4,7,0,0,0,3,0,0,3,19,0,0,8,0,1
"38553","kluszte01",1956,1,"CIN","NL",138,517,91,156,14,1,35,102,1,0,49,31,22,3,0,5,11
"38557","labincl01",1956,1,"BRO","NL",62,23,0,2,0,0,0,1,0,0,1,14,0,1,0,0,1
"38558","landrho01",1956,1,"CHN","NL",111,312,22,69,10,3,4,32,0,2,39,38,15,1,7,3,2
"38562","lawve01",1956,1,"PIT","NL",39,57,3,10,1,0,1,8,0,0,4,16,0,0,3,1,1
"38571","lockmwh01",1956,1,"NY1","NL",48,169,13,46,7,1,1,10,0,2,16,17,2,0,3,1,1
"38572","lockmwh01",1956,2,"SLN","NL",70,193,14,48,0,2,0,10,2,2,18,8,4,0,1,1,2
"38584","matheed01",1956,1,"ML1","NL",151,552,103,150,21,2,37,95,6,0,91,86,17,1,3,4,4
"38585","mayswi01",1956,1,"NY1","NL",152,578,101,171,27,8,36,84,40,10,68,65,20,1,0,3,16
"38586","mazerbi01",1956,1,"PIT","NL",81,255,30,62,8,1,3,14,0,0,18,24,1,0,4,0,4
"38588","mccormi03",1956,1,"NY1","NL",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38589","mcculcl01",1956,1,"CHN","NL",14,19,0,4,1,0,0,1,0,0,0,5,0,0,2,1,1
"38590","mcdanli01",1956,1,"SLN","NL",39,32,1,7,4,0,0,2,0,0,1,10,0,0,0,0,1
"38592","mcmilro01",1956,1,"CIN","NL",150,479,51,126,16,7,3,62,4,3,76,54,9,5,8,6,14
"38596","miksied01",1956,1,"CHN","NL",114,356,54,85,10,3,9,27,4,2,32,40,2,1,5,1,10
"38598","millest01",1956,1,"SLN","NL",4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"38599","millest01",1956,2,"PHI","NL",29,25,7,4,1,0,0,1,0,0,8,2,0,0,1,0,0
"38611","musiast01",1956,1,"SLN","NL",156,594,87,184,33,6,27,109,2,0,75,39,15,3,3,7,19
"38620","nuxhajo01",1956,1,"CIN","NL",44,59,6,11,2,1,2,7,0,0,4,15,0,0,4,1,1
"38626","pafkoan01",1956,1,"ML1","NL",45,93,15,24,5,0,2,9,0,0,10,13,0,0,1,0,0
"38636","polleho01",1956,2,"PIT","NL",19,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"38637","postwa01",1956,1,"CIN","NL",143,539,94,134,25,3,36,83,6,0,37,124,2,4,4,2,10
"38640","reesepe01",1956,1,"BRO","NL",147,572,85,147,19,2,9,46,13,4,56,69,1,1,15,4,14
"38643","ricede01",1956,1,"ML1","NL",71,188,15,40,9,1,3,17,0,0,18,34,7,0,2,0,5
"38646","roberro01",1956,1,"PHI","NL",43,100,8,20,2,1,1,8,0,0,6,13,0,1,3,2,3
"38647","robinfr02",1956,1,"CIN","NL",152,572,122,166,27,6,38,83,8,4,64,95,7,20,8,4,14
"38658","sauerha01",1956,1,"SLN","NL",75,151,11,45,4,0,5,24,0,0,25,31,3,3,0,2,5
"38661","schoere01",1956,1,"SLN","NL",40,153,22,48,9,0,0,15,0,1,13,5,0,0,1,1,2
"38662","schoere01",1956,2,"NY1","NL",92,334,39,99,12,3,2,14,1,2,28,10,1,2,2,2,11
"38663","schofdi01",1956,1,"SLN","NL",16,30,3,3,2,0,0,1,0,0,0,6,0,0,0,0,1
"38665","seminan01",1956,1,"PHI","NL",60,161,16,32,3,1,7,23,3,0,31,38,7,1,2,0,8
"38668","simmocu01",1956,1,"PHI","NL",39,72,6,17,3,0,0,9,0,0,4,9,0,0,2,1,0
"38674","snidedu01",1956,1,"BRO","NL",151,542,112,158,33,2,43,101,3,3,99,101,26,1,6,4,16
"38675","spahnwa01",1956,1,"ML1","NL",39,105,8,22,3,0,3,10,1,0,4,32,0,0,2,0,3
"38687","thomafr03",1956,1,"PIT","NL",157,588,69,166,24,3,25,80,0,5,36,61,5,5,2,6,22
"38689","thomsbo01",1956,1,"ML1","NL",142,451,59,106,10,4,20,74,2,4,43,75,4,2,5,4,9
"38695","valoel01",1956,2,"PHI","NL",98,291,40,84,13,3,5,37,7,6,48,21,6,3,1,2,7
"38704","wehmehe01",1956,1,"PHI","NL",3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"38705","wehmehe01",1956,2,"SLN","NL",42,58,6,13,3,0,2,8,0,0,2,17,0,0,1,0,0
"38710","wilheho01",1956,1,"NY1","NL",64,9,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"38711","willidi02",1956,1,"BRO","NL",7,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"38714","worthal01",1956,1,"NY1","NL",28,51,4,12,1,0,1,3,0,0,0,12,0,0,6,1,0
"38719","abernte02",1957,1,"WS1","AL",26,24,3,4,1,0,0,1,0,0,1,5,0,1,2,0,2
"38720","aguirha01",1957,1,"CLE","AL",10,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"38723","aparilu01",1957,1,"CHA","AL",143,575,82,148,22,6,3,41,28,8,52,55,1,0,9,4,7
"38734","berrayo01",1957,1,"NYA","AL",134,482,74,121,14,2,24,82,1,2,57,24,10,1,1,4,11
"38741","boonera01",1957,1,"DET","AL",129,462,48,126,25,3,12,65,1,1,57,47,6,3,4,5,16
"38744","boyercl02",1957,1,"KC1","AL",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38750","brownha01",1957,1,"BAL","AL",30,48,2,10,2,1,0,3,0,0,2,9,0,0,6,1,0
"38751","brunege01",1957,1,"KC1","AL",4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"38752","bunniji01",1957,1,"DET","AL",45,94,10,20,2,1,1,4,0,0,5,29,0,0,5,0,6
"38754","busbyji01",1957,1,"CLE","AL",30,74,9,14,2,1,2,4,0,1,1,8,0,0,3,0,3
"38755","busbyji01",1957,2,"BAL","AL",86,288,31,72,10,1,3,19,6,3,23,36,0,0,6,2,3
"38758","byrneto01",1957,1,"NYA","AL",35,37,5,7,2,0,3,8,0,0,3,11,0,0,0,0,0
"38764","cervbo01",1957,1,"KC1","AL",124,345,35,94,14,2,11,44,1,1,20,57,1,1,2,3,13
"38771","colavro01",1957,1,"CLE","AL",134,461,66,116,26,0,25,84,1,6,71,80,0,1,4,7,12
"38790","donovdi01",1957,1,"CHA","AL",30,83,8,12,1,0,3,10,0,0,8,32,0,0,1,0,1
"38791","dropowa01",1957,1,"CHA","AL",93,223,24,57,2,0,13,49,0,1,16,40,2,0,1,4,10
"38799","fordwh01",1957,1,"NYA","AL",24,42,4,6,0,0,0,2,0,0,3,7,0,0,5,0,0
"38800","fornimi01",1957,1,"BAL","AL",16,18,1,5,0,0,0,0,0,0,0,5,0,0,1,0,0
"38801","fornimi01",1957,2,"BOS","AL",26,44,3,6,0,0,0,2,0,0,2,4,0,0,2,0,0
"38802","foxne01",1957,1,"CHA","AL",155,619,110,196,27,8,6,61,5,6,75,13,2,16,5,3,7
"38804","francti01",1957,1,"BAL","AL",97,279,35,65,8,3,7,38,7,3,29,48,4,3,0,5,7
"38807","garvene01",1957,1,"KC1","AL",24,44,7,8,1,0,0,4,0,0,4,9,0,0,2,1,1
"38809","ginsbjo01",1957,1,"BAL","AL",85,175,15,48,8,2,1,18,2,1,18,19,1,2,2,4,4
"38810","goodmbi01",1957,1,"BOS","AL",18,16,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0
"38811","goodmbi01",1957,2,"BAL","AL",73,263,36,81,10,3,3,33,0,2,21,18,1,3,8,3,11
"38815","greenle01",1957,1,"BAL","AL",19,33,2,6,1,1,1,5,0,1,1,4,0,0,0,0,0
"38818","gromest01",1957,1,"DET","AL",15,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"38819","grothjo01",1957,1,"KC1","AL",55,59,10,15,0,0,0,2,0,0,7,6,0,0,2,0,2
"38820","grothjo01",1957,2,"DET","AL",38,103,11,30,10,0,0,16,0,0,6,7,0,1,1,1,1
"38825","heganji01",1957,1,"CLE","AL",58,148,14,32,7,0,4,15,0,1,16,23,1,0,2,1,4
"38827","heldwo01",1957,1,"NYA","AL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38828","heldwo01",1957,2,"KC1","AL",92,326,48,78,14,3,20,50,4,0,37,81,1,3,3,2,6
"38832","hoeftbi01",1957,1,"DET","AL",42,67,13,10,2,0,3,10,0,0,5,14,0,0,5,1,3
"38837","howarel01",1957,1,"NYA","AL",110,356,33,90,13,4,8,44,2,5,16,43,6,0,6,2,18
