Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,quarter,Date-month,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,latlong,Somme Dedoublement,name,route,source,source_url
35623,lack of medical care,drowning or exhaustion related death,United,2003-12-01T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,1,"died of lack of medical care in refugee transit centre Thurhof in Oberbüren (CH) (Dec 1, 2003)","Oberberen, Switzerland",47.45149,9.16126,"47.45149, 9.16126",1,"Event at Oberberen, Switzerland on Dec 01, 2003",,Vivre/MNS/Indymedia/Augen auf/,
35625,drowned,drowning or exhaustion related death,United,2003-11-30T00:00:00Z,4Q2003,2003 -- 11,2003,0,0,5,"reportedly drowned when boat sank near Fuerteventura (E) (Nov 30, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Nov 30, 2003",Western African route,NOB,
35624,drowned,drowning or exhaustion related death,United,2003-11-30T00:00:00Z,4Q2003,2003 -- 11,2003,0,0,9,"drowned, boat sank on its way to Spain near Fuerteventura (E) (Nov 30, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Nov 30, 2003",Western African route,NOB,
35626,drowned,drowning or exhaustion related death,United,2003-11-22T00:00:00Z,4Q2003,2003 -- 11,2003,0,0,1,"drowned, reportedly trying to swimm Ceuta (E/MA), body found in Chorillo (E) (Nov 22, 2003). From Del Grande's data set (translated): Found on the beach of Chorrillo, Ceuta, the corpse of a man drowned trying to swim to the Spanish enclave (Nov 24, 2003)",ceuta,35.888384,-5.324636,"35.888384, -5.324636",213,"Event at Ceuta on Nov 22, 2003",Western Mediteranean route,MUGAK,http://www.elpais.com/articulo/espana/inmigrante/ahoga/intentar/entrar/Ceuta/elpepunac/20031124elpepinac_22/Tes
35627,drowned,drowning or exhaustion related death,Del grande,2003-11-15T00:00:00Z,4Q2003,2003 -- 11,2003,0,0,1,"Recovered along the beaches of El Puerto de Santa Maria, Cadiz, the corpse in an advanced state of decomposition of a drowned man (Nov 16, 2003)",cadiz,36.527061,-6.288596,"36.527061, -6.288596",185,"Event at Cadiz on Nov 15, 2003",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/Hallan/cadaver/zona/proxima/lugar/naufrago/patera/Rota/elpepuesp/20031116elpepunac_5/Tes
35628,drowned,drowning or exhaustion related death,Del grande,2003-11-12T00:00:00Z,4Q2003,2003 -- 11,2003,0,0,2,"Recovered the bodies of two drowned men along the Libyan coast (Nov 13, 2003)",libyan,26.3351,17.228331,"26.3351, 17.228331",1371,"Event at Libyan on Nov 12, 2003",,Pana,http://www.libya-watanona.com/news/n2003/nov/1103nwsc.htm
35629,unknown,unknown - supposedly exhaustion related death,Del grande,2003-11-10T00:00:00Z,4Q2003,2003 -- 11,2003,0,0,1,"Rescued by fishermen off the coast of Pantelleria boat of luck. Above are 6 Iraqi refugees. 1 is dead. 3 others hospitalized in serious condition (Nov 11, 2003)",pantelleria,36.828221,11.940496,"36.828221, 11.940496",37,"Event at Pantelleria on Nov 10, 2003",Central Mediteranean route,Il Manifesto,http://www.meltingpot.org/articolo1334.html
35630,drowned,drowning or exhaustion related death,Del grande,2003-11-07T00:00:00Z,4Q2003,2003 -- 11,2003,0,0,2,"A rescue boat adrift for days off the coast of Motril. On board 2 deaths. According to survivors, 8 other young people are drowned by falling into the sea exhausted or diving in a panic (Nov 8, 2003)","Motril, spain",36.748374,-3.516861,"36.748374, -3.516861",69,"Event at Motril, Spain on Nov 07, 2003",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/inmigrantes/patera/llego/Motril/murieron/ahogados/elpepiesp/20031113elpepinac_13/Tes
35631,crushed,"violent accidental death (transport, blown in minefield...)",Del grande,2003-11-06T00:00:00Z,4Q2003,2003 -- 11,2003,0,0,1,"Clinging hidden under a container to travel on a cargo ship bound for Europe from the port of Rades, near Tunis, a man dies crushed by the blades of the machine to load the containers (Nov 7, 2003)",tunis,36.81881,10.16596,"36.81881, 10.16596",540,"Event at Tunis on Nov 06, 2003",Central Mediteranean route,Ansa,http://dea.ansa.it/
35632,drowned,drowning or exhaustion related death,Del grande,2003-10-26T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,2,"Two youth drown in Rota, Cadiz, to capsize the boat they were traveling at a hundred meters from the shore (Oct 27, 2003)",cadiz,36.527061,-6.288596,"36.527061, -6.288596",185,"Event at Cadiz on Oct 26, 2003",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/inmigrantes/mueren/ahogados/playa/Rota/Ceuta/elpepiesp/20031027elpepinac_28/Tes
35633,drowned,drowning or exhaustion related death,United,2003-10-25T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,1,"drowned in the attempt to swim to Ceuta (E/MA)  (Oct 25, 2003). From Del Grande's data set (translated): Found the body of a drowned man on the beach in Ceuta (Oct 27, 2003)",ceuta,35.888384,-5.324636,"35.888384, -5.324636",213,"Event at Ceuta on Oct 25, 2003",Western Mediteranean route,MUGAK,http://www.elpais.com/articulo/espana/inmigrantes/mueren/ahogados/playa/Rota/Ceuta/elpepiesp/20031027elpepinac_28/Tes
35634,hypothermia,drowning or exhaustion related death,United,2003-10-25T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,1,"frozen to death in forest near Eisenstadt (A) after crossing Hungarian border (Oct 25, 2003). From Del Grande's data set (translated): Man dies benumbed through the woods of the border between Hungary and Austria, Eisenstadt (Oct 26, 2003)",eisenstadt,47.84637,16.52796,"47.84637, 16.52796",1,"Event at Eisenstadt on Oct 25, 2003",,MNS/Die Bunte,http://www.migpolgroup.com/topics/2054.html
35636,drowned,drowning or exhaustion related death,United,2003-10-24T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,11,"reportedly drowned, boat capsized in storm near Cadiz (ESP) (Oct 24, 2003)",cadiz,36.527061,-6.288596,"36.527061, -6.288596",185,"Event at Cadiz on Oct 24, 2003",Western Mediteranean route,MNS,
35635,drowned,drowning or exhaustion related death,United,2003-10-24T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,37,"drowned, bodies recovered/washed ashore after shipwrecking in bay of Cadiz (E) (Oct 24, 2003). From Del Grande's data set (translated): Shipwreck in the waters of Rota, Cadiz. A boat with 50 passengers sinks. Rescuers arrive late, are found only 5 survivors. The sea returns 35 corpses, at least 10 missing (Oct 25, 2003)",cadiz,36.527061,-6.288596,"36.527061, -6.288596",185,"Event at Cadiz on Oct 24, 2003",Western Mediteranean route,Statewatch/MNS/Indymedia/VK/AP/GuardianUn/Trouw/MUGAK/MP/BELT/GRP/BWT/APDHA/PICUM,http://www.elpais.com/articulo/espana/numero/cadaveres/inmigrantes/recuperados/costas/Rota/eleva/35/elpepuesp/20031103elpepunac_4/Tes
35637,drowned,drowning or exhaustion related death,United,2003-10-21T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,37,"drowned, after boat capsized near Rota (E) (Oct 21, 2003)","Rota, Spain",36.62629,-6.362981,"36.62629, -6.362981",37,"Event at Rota, Spain on Oct 21, 2003",Western Mediteranean route,MNS,
35640,drowned,drowning or exhaustion related death,United,2003-10-20T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,22,"reportedly drowned after boat capsized on way from Tunisia to Sicily (I) (Oct 20, 2003). From Del Grande's data set (translated): Off the Tunisian coast boat capsizes due to the excessive weight. 6 dead and 22 missing (Oct 21, 2003)",tunis,36.81881,10.16596,"36.81881, 10.16596",540,"Event at Tunis on Oct 20, 2003",Central Mediteranean route,MNS/Vivre/TL,http://www.repubblica.it/2003/g/sezioni/cronaca/sbarchi/messa/messa.html
35639,drowned,drowning or exhaustion related death,United,2003-10-20T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,5,"drowned when boat sank off the Tunisian coast on way to Italy (Oct 20, 2003)",tunis,36.81881,10.16596,"36.81881, 10.16596",540,"Event at Tunis on Oct 20, 2003",Central Mediteranean route,NOB/TL/IPL,
35638,drowned,drowning or exhaustion related death,United,2003-10-20T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,6,"drowned after boat capsized on the way from Tunisia to Sicily (I) (Oct 20, 2003)",tunis,36.81881,10.16596,"36.81881, 10.16596",540,"Event at Tunis on Oct 20, 2003",Central Mediteranean route,MSN/WOZ/TL/Vivre,
35641,starved,drowning or exhaustion related death,United,2003-10-19T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,13,"died of starvation on a boat from Libya to Italy being 20 days without food (Oct 19, 2003). From Del Grande's data set (translated): Rescued boat adrift for weeks 50 miles south of Lampedusa. 13 deaths on board, at least 70 people would be lost at sea (Oct 20, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Oct 19, 2003",Central Mediteranean route,Miami Herald/TL,http://www.repubblica.it/2003/g/sezioni/cronaca/sbarchi/lampedusa/lampedusa.html
35642,suicide - hanged,suicide,United,2003-10-19T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,1,"suicide, found hanged at Belmarsh maximum security prison (GB) (Oct 19, 2003)","Belmarsh prison, UK",51.497303,0.0899,"51.497303, 0.0899",1,"Event at Belmarsh Prison, Uk on Oct 19, 2003",,IRR/NCADC/ERB,
35645,starved,drowning or exhaustion related death,United,2003-10-18T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,50,"reportedly died of cold/hunger on ship from Libya to Italy, thrown overboard (Oct 18, 2003)",libya,26.3351,17.228331,"26.3351, 17.228331",1371,"Event at Libya on Oct 18, 2003",Central Mediteranean route,Statewatch/LR/MNS/Pogledi/GuardianUn/VK/SP/Vivre/DPA,
35644,starved,drowning or exhaustion related death,United,2003-10-18T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,12,"found dead of cold/hunger on ship from Libya to Lampedusa (I) (Oct 18, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Oct 18, 2003",Central Mediteranean route,Statewatch/LR/MNS/YaN/Pogledi/GuardianUn/VK/SP/Vivre/MiamiHarold/Vita/IPL/MUGAK/DPA,
35643,starved,drowning or exhaustion related death,United,2003-10-18T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,1,"died of hypothermia and starvation on ship fom Libya to Lampedusa (I) (Oct 18, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Oct 18, 2003",Central Mediteranean route,Statewatch/LR/MNS/YaN/Pogledi/GuardianUn/VK/SP/Vivre/MiamiHarold/Vita/IPL/MUGAK,
35646,drowned,drowning or exhaustion related death,United,2003-10-17T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,4,"drowned, bodies found on the beach in Larache (MA) (Oct 17, 2003)",larache,35.183333,-6.15,"35.183333, -6.15",87,"Event at Larache on Oct 17, 2003",Western Mediteranean route,APDHA/MUGAK,
35649,starved,drowning or exhaustion related death,United,2003-10-16T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,1,"found dead on ship from Libya to Lampedusa (I)  (Oct 16, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Oct 16, 2003",Central Mediteranean route,Statewatch/MNS/LR/SP/IPL/DPA,
35648,drowned,drowning or exhaustion related death,United,2003-10-16T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,8,"drowned after boat capsized near Lampedusa (I) on the way from Libya (Oct 16, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Oct 16, 2003",Central Mediteranean route,Statewatch/MNS/LR/SP/TL/Mugak/IPL/,
35647,starved,drowning or exhaustion related death,United,2003-10-16T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,2,"died on ship from Libya to Lampedusa (I) due to bad conditions (Oct 16, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Oct 16, 2003",Central Mediteranean route,Statewatch/MNS/LR/IPL,
35651,unknown,unknown - supposedly exhaustion related death,Del grande,2003-10-10T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,11,"A boat carrying 30 people sank off the coast of Lampedusa. 11 dead, including 3 children (Oct 11, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Oct 10, 2003",Central Mediteranean route,La Repubblica,http://www.repubblica.it/2003/g/sezioni/cronaca/sbarchi/undici/undici.html
35652,hypothermia,drowning or exhaustion related death,United,2003-10-10T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,1,"found dead on a boat drifting 25 n. miles south of Pantelleria (I) (Oct 10, 2003)",pantelleria,36.828221,11.940496,"36.828221, 11.940496",37,"Event at Pantelleria on Oct 10, 2003",Central Mediteranean route,INDi/IPL/Unipa,
35650,unknown,unknown - supposedly exhaustion related death,Del grande,2003-10-10T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,1,"Found the body of a man hidden in the undercarriage of a plane landed at Charles de Gaulle airport in Paris (Oct 11, 2003)",paris,48.856614,2.352222,"48.856614, 2.352222",30,"Event at Paris on Oct 10, 2003",,L'Humanit,http://www.humanite.fr/journal/2003-10-11/2003-10-11-380485
35653,suicide - hanged,suicide,United,2003-10-10T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,1,"suicide, found hanged at Bedford prison (GB) (Oct 10, 2003)",bedford,52.135973,-0.466655,"52.135973, -0.466655",2,"Event at Bedford on Oct 10, 2003",,NCADC,
35654,drowned,drowning or exhaustion related death,United,2003-10-05T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,11,"reportedly drowned, boat capsized during rescue attempt by Guardia Civil (E) (Oct 5, 2003)",Africa to Spain,35.010802,-7.514648,"35.010802, -7.514648",117,"Event at Africa To Spain on Oct 05, 2003",Western Mediteranean route,Statewatch/MNS/MUGAK,
35655,drowned,drowning or exhaustion related death,Del grande,2003-10-04T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,2,"Found the bodies of two men drowned in the Canary Islands, in Bahia Feliz and San Bartolome de Tirajana (Oct 5, 2003)",tirajana,27.759555,-15.57903,"27.759555, -15.57903",5,"Event at Tirajana on Oct 04, 2003",Western African route,El Pais,http://www.elpais.com/articulo/espana/Hallados/cadaveres/inmigrantes/aguas/Canarias/elpepiesp/20031005elpepinac_12/Tes
35657,drowned,drowning or exhaustion related death,Del grande,2003-10-02T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,1,"Sinking boat 37 miles south of Lampedusa, 1 drowned (Oct 3, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Oct 02, 2003",Central Mediteranean route,Ansa,http://dea.ansa.it/
35656,shot by the police,authorities related death,Del grande,2003-10-02T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,1,"Agent of the Civil Guard kills with a pistol shot a man at the border of Ceuta. The victim was part of a group of migrants were discovered by police while climbing over the networks of the Moroccan border, who began throwing stones at the officers to avoid arrest (Oct 3, 2003)",ceuta,35.888384,-5.324636,"35.888384, -5.324636",213,"Event at Ceuta on Oct 02, 2003",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/guardia/civil/mata/tiro/marroqui/trataba/cruzar/frontera/Ceuta/elpepuesp/20031003elpepunac_9/Tes
35658,drowned,drowning or exhaustion related death,Del grande,2003-10-02T00:00:00Z,4Q2003,2003 -- 10,2003,0,0,5,"It overturns a boat heading to the island of Evia, 5 drowned (Oct 3, 2003)",evia,38.523604,23.858474,"38.523604, 23.858474",70,"Event at Evia on Oct 02, 2003",Eastern Mediteranean route Sea,Ansa,http://dea.ansa.it/
35762,drowned,drowning or exhaustion related death,United,2003-01-31T00:00:00Z,1Q2003,2003 -- 1,2003,0,0,10,"reportedly drowned after shipwreck in the Mediterranean Sea, near Tarifa (E) (Jan 31, 2003)",tarifa,36.018776,-5.600819,"36.018776, -5.600819",492,"Event at Tarifa on Jan 31, 2003",Western Mediteranean route,MLKO,
35761,drowned,drowning or exhaustion related death,United,2003-01-31T00:00:00Z,1Q2003,2003 -- 1,2003,0,0,7,"drowned, boat crashed on rocks sank near Tarifa off southern coast of Spain (Jan 31, 2003)",tarifa,36.018776,-5.600819,"36.018776, -5.600819",492,"Event at Tarifa on Jan 31, 2003",Western Mediteranean route,VK/AP/DPA/AFP/Statewatch/MUGAK,
35760,burned or asphyxiated due to arson attack,malicious intent related death / manslaughter,United,2003-01-31T00:00:00Z,1Q2003,2003 -- 1,2003,0,0,3,"died of toxic inhalation in fire deliberately started in police prison in Malaga (E) (Jan 31, 2003)",malaga,36.721261,-4.421266,"36.721261, -4.421266",17,"Event at Malaga on Jan 31, 2003",Western Mediteranean route,MNS/MUGAK/APDHA,
35759,burned or asphyxiated due to arson attack,malicious intent related death / manslaughter,United,2003-01-31T00:00:00Z,1Q2003,2003 -- 1,2003,0,0,1,"died of toxic inhalation during arson attack at a police station in Malaga (E) (Jan 31, 2003)",malaga,36.721261,-4.421266,"36.721261, -4.421266",17,"Event at Malaga on Jan 31, 2003",Western Mediteranean route,MNS/MUGAK/APDHA,
35763,suicide - hanged,suicide,United,2003-01-30T00:00:00Z,1Q2003,2003 -- 1,2003,0,0,1,"suicide, found hanged with his shoelaces in toilet at Haslar removal Centre (GB) (Jan 30, 2003)",haslar,50.787551,-1.124062,"50.787551, -1.124062",2,"Event at Haslar on Jan 30, 2003",,IRR/NCADC/CARF/MNS,
35764,frozen,"violent accidental death (transport, blown in minefield...)",United,2003-01-22T00:00:00Z,1Q2003,2003 -- 1,2003,0,0,2,"stowaways fell out of wheel-bay in China, hid in wrong plane in France (Jan 22, 2003)",france,46.227638,2.213749,"46.227638, 2.213749",8,"Event at France on Jan 22, 2003",,MNS,
35767,unknown,unknown - supposedly exhaustion related death,Del grande,2003-01-18T06:00:48Z,1Q2003,2003 -- 1,2003,6,23,29,"Shipwreck off the coast of St. Maria di Leuca, Lecce, 6 dead, 23 missing (Jan 19, 2003)",leuca,39.801,18.356944,"39.801, 18.356944",88,"Event at Leuca on Jan 18, 2003",Apulia & Calbria,La Repubblica,http://www.repubblica.it/online/cronaca/sbarcotre/lecce/lecce.html
35769,drowned,drowning or exhaustion related death,United,2003-01-18T00:00:00Z,1Q2003,2003 -- 1,2003,0,0,26,"drowned while trying to reach the Canary Islands (E) from Morocco  (Jan 18, 2003)",canary,28.291564,-16.62913,"28.291564, -16.62913",1120,"Event at Canary on Jan 18, 2003",Western African route,MNS/Vita,
35765,unknown,unknown - supposedly exhaustion related death,Del grande,2003-01-18T00:00:00Z,1Q2003,2003 -- 1,2003,4,0,4,"4 more bodies found in the waters of Fuerteventura, probably part of the 14 victims of the sinking of 16 January (Jan 19, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Jan 18, 2003",Western African route,El Pais,http://www.elpais.com/articulo/espana/Localizados/otros/cadaveres/grupo/inmigrantes/naufrago/Canarias/elpepiesp/20030119elpepinac_20/Tes
