Status,Province,Date,Actors,count
Non-Civilian,Homs,2015-02,Not identified,1
Non-Civilian,Hama,2015-02,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Idlib,2015-01,Al-Nusra Front,2
Non-Civilian,Aleppo,2015-01,Not identified,3
Civilian,Homs,2015-01,,62
Civilian,Damascus,2015-01,,53
Non-Civilian,Daraa,2015-01,,74
Non-Civilian,Damascus Suburbs,2015-01,,52
Non-Civilian,Idlib,2015-01,,30
Civilian,Hama,2015-01,,38
Civilian,Idlib,2015-01,,63
Civilian,Damascus Suburbs,2015-01,,207
Non-Civilian,Damascus,2015-01,,8
Civilian,Hasakeh,2015-01,,73
Civilian,Damascus Suburbs,2015-01,Not identified,2
Civilian,Daraa,2015-01,,80
Civilian,Deir Ezzor,2015-01,,26
Civilian,Aleppo,2015-01,,101
Non-Civilian,Hama,2015-01,,10
Civilian,Idlib,2015-01,Al-Nusra Front,2
Civilian,Aleppo,2015-01,Al-Nusra Front,1
Non-Civilian,Deir Ezzor,2015-01,The organization of the Islamic State in Iraq and the Levant - ISIS,10
Non-Civilian,Deir Ezzor,2015-01,,29
Civilian,Quneitra,2015-01,,2
Non-Civilian,Other Nationalities,2015-01,,8
Non-Civilian,Raqqa,2015-01,,2
Non-Civilian,Aleppo,2015-01,,35
Non-Civilian,Lattakia,2015-01,Not identified,1
Non-Civilian,Other Nationalities,2015-01,Not identified,1
Civilian,Deir Ezzor,2015-01,The organization of the Islamic State in Iraq and the Levant - ISIS,14
Civilian,Raqqa,2015-01,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Homs,2015-01,,12
Civilian,Aleppo,2015-01,The organization of the Islamic State in Iraq and the Levant - ISIS,5
Non-Civilian,Aleppo,2015-01,The organization of the Islamic State in Iraq and the Levant - ISIS,11
Non-Civilian,Homs,2015-01,Syrian government and affiliated militias,1
Civilian,Damascus,2015-01,Al-Nusra Front,1
Civilian,Daraa,2015-01,Syrian government and affiliated militias,1
Non-Civilian,Hasakeh,2015-01,,2
Non-Civilian,Damascus Suburbs,2015-01,Not identified,4
Non-Civilian,Idlib,2015-01,Not identified,3
Civilian,Lattakia,2015-01,,2
Civilian,Homs,2015-01,Syrian government and affiliated militias,3
Non-Civilian,Idlib,2015-01,Syrian government and affiliated militias,1
Civilian,Other Nationalities,2015-01,Not identified,1
Civilian,Homs,2015-01,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Idlib,2015-01,Not identified,2
Civilian,Hama,2015-01,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Lattakia,2015-01,Syrian government and affiliated militias,1
Civilian,Hasakeh,2015-01,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Civilian,Aleppo,2015-01,Not identified,1
Civilian,Deir Ezzor,2015-01,Syrian government and affiliated militias,2
Non-Civilian,Damascus Suburbs,2015-01,Armed opposition groups,8
Non-Civilian,Tartous,2015-01,Armed opposition groups,1
Civilian,Daraa,2015-01,Not identified,2
Non-Civilian,Daraa,2015-01,Not identified,2
Civilian,Raqqa,2014-12,The organization of the Islamic State in Iraq and the Levant - ISIS,8
Non-Civilian,Homs,2014-12,,23
Non-Civilian,Homs,2014-12,Syrian government and affiliated militias,7
Civilian,Idlib,2014-12,,92
Civilian,Damascus Suburbs,2014-12,,129
Non-Civilian,Damascus Suburbs,2014-12,,57
Civilian,Damascus,2014-12,,44
Civilian,Hama,2014-12,,47
Civilian,Daraa,2014-12,,102
Civilian,Daraa,2014-12,Syrian government and affiliated militias,39
Civilian,Daraa,2014-12,Not identified,3
Non-Civilian,Daraa,2014-12,,60
Civilian,Raqqa,2014-12,,36
Non-Civilian,Deir Ezzor,2014-12,,63
Civilian,Aleppo,2014-12,The organization of the Islamic State in Iraq and the Levant - ISIS,10
Civilian,Hasakeh,2014-12,Not identified,5
Civilian,Deir Ezzor,2014-12,,43
Civilian,Damascus Suburbs,2014-12,Syrian government and affiliated militias,59
Civilian,Homs,2014-12,,43
Civilian,Homs,2014-12,Syrian government and affiliated militias,30
Non-Civilian,Daraa,2014-12,Syrian government and affiliated militias,16
Civilian,Aleppo,2014-12,,88
Non-Civilian,Hama,2014-12,,18
Non-Civilian,Hama,2014-12,Syrian government and affiliated militias,2
Non-Civilian,Aleppo,2014-12,,160
Non-Civilian,Homs,2014-12,Al-Nusra Front,1
Non-Civilian,Damascus Suburbs,2014-12,Armed opposition groups,7
Civilian,Aleppo,2014-12,International coalition forces,98
Civilian,Deir Ezzor,2014-12,The organization of the Islamic State in Iraq and the Levant - ISIS,21
Non-Civilian,Quneitra,2014-12,,11
Non-Civilian,Idlib,2014-12,,39
Non-Civilian,Deir Ezzor,2014-12,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2014-12,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Non-Civilian,Aleppo,2014-12,International coalition forces,1
Civilian,Idlib,2014-12,Syrian government and affiliated militias,17
Non-Civilian,Damascus,2014-12,,12
Non-Civilian,Damascus Suburbs,2014-12,Syrian government and affiliated militias,14
Civilian,Damascus,2014-12,Syrian government and affiliated militias,6
Civilian,Aleppo,2014-12,Syrian government and affiliated militias,80
Non-Civilian,Quneitra,2014-12,Syrian government and affiliated militias,1
Civilian,Quneitra,2014-12,,1
Non-Civilian,Aleppo,2014-12,Syrian government and affiliated militias,3
Civilian,Sweida,2014-12,,2
Civilian,Damascus,2014-12,Not identified,2
Non-Civilian,Homs,2014-12,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Damascus Suburbs,2014-12,Not identified,3
Civilian,Deir Ezzor,2014-12,Not identified,3
Non-Civilian,Daraa,2014-12,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Idlib,2014-12,Armed opposition groups,5
Non-Civilian,Other Nationalities,2014-12,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Daraa,2014-12,Al-Nusra Front,2
Civilian,Quneitra,2014-12,Not identified,1
Civilian,Hasakeh,2014-12,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Idlib,2014-12,Syrian government and affiliated militias,2
Non-Civilian,Daraa,2014-12,Not identified,2
Civilian,Hasakeh,2014-12,Self administration forces,1
Non-Civilian,Hasakeh,2014-12,,1
Non-Civilian,Homs,2014-12,Not identified,2
Non-Civilian,Other Nationalities,2014-12,,3
Non-Civilian,Hama,2014-12,Not identified,1
Civilian,Aleppo,2014-12,Not identified,7
Civilian,Damascus,2014-12,Al-Nusra Front,2
Civilian,Homs,2014-12,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Aleppo,2014-12,Armed opposition groups,1
Civilian,Deir Ezzor,2014-12,Syrian government and affiliated militias,1
Non-Civilian,Idlib,2014-12,Not identified,2
Non-Civilian,Other Nationalities,2014-12,Al-Nusra Front,1
Non-Civilian,Damascus Suburbs,2014-12,Not identified,5
Non-Civilian,Other Nationalities,2014-12,Not identified,1
Non-Civilian,Damascus Suburbs,2014-12,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Aleppo,2014-12,Armed opposition groups,2
Civilian,Lattakia,2014-12,,4
Non-Civilian,Raqqa,2014-12,,1
Civilian,Hama,2014-12,Not identified,1
Civilian,Hasakeh,2014-12,,1
Civilian,Tartous,2014-12,,1
Civilian,Raqqa,2014-11,,115
Non-Civilian,Idlib,2014-11,,25
Civilian,Daraa,2014-11,Syrian government and affiliated militias,47
Civilian,Daraa,2014-11,,136
Non-Civilian,Aleppo,2014-11,,42
Civilian,Hama,2014-11,,73
Civilian,Aleppo,2014-11,,93
Civilian,Aleppo,2014-11,Syrian government and affiliated militias,29
Civilian,Damascus Suburbs,2014-11,,126
Civilian,Homs,2014-11,,101
Civilian,Damascus Suburbs,2014-11,Syrian government and affiliated militias,27
Non-Civilian,Homs,2014-11,Syrian government and affiliated militias,3
Civilian,Hasakeh,2014-11,,9
Civilian,Damascus,2014-11,,42
Civilian,Homs,2014-11,Syrian government and affiliated militias,4
Civilian,Deir Ezzor,2014-11,,29
Non-Civilian,Raqqa,2014-11,,4
Civilian,Damascus,2014-11,Not identified,1
Non-Civilian,Damascus Suburbs,2014-11,Not identified,3
Civilian,Aleppo,2014-11,Armed opposition groups,8
Non-Civilian,Damascus Suburbs,2014-11,,75
Non-Civilian,Damascus Suburbs,2014-11,Armed opposition groups,1
Non-Civilian,Damascus Suburbs,2014-11,Syrian government and affiliated militias,4
Civilian,Hama,2014-11,Not identified,1
Non-Civilian,Homs,2014-11,,41
Non-Civilian,Daraa,2014-11,,135
Civilian,Idlib,2014-11,,65
Non-Civilian,Hama,2014-11,,22
Non-Civilian,Damascus,2014-11,,8
Civilian,Damascus,2014-11,Syrian government and affiliated militias,2
Civilian,Damascus Suburbs,2014-11,Al-Nusra Front,2
Non-Civilian,Daraa,2014-11,Syrian government and affiliated militias,13
Non-Civilian,Other Nationalities,2014-11,,8
Civilian,Raqqa,2014-11,The organization of the Islamic State in Iraq and the Levant - ISIS,7
Civilian,Lattakia,2014-11,,8
Civilian,Lattakia,2014-11,Not identified,1
Civilian,Hama,2014-11,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Deir Ezzor,2014-11,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Deir Ezzor,2014-11,,7
Non-Civilian,Aleppo,2014-11,Syrian government and affiliated militias,1
Civilian,Aleppo,2014-11,The organization of the Islamic State in Iraq and the Levant - ISIS,14
Non-Civilian,Hama,2014-11,Syrian government and affiliated militias,1
Civilian,Idlib,2014-11,Al-Nusra Front,2
Civilian,Aleppo,2014-11,Not identified,5
Non-Civilian,Damascus Suburbs,2014-11,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Civilian,Deir Ezzor,2014-11,The organization of the Islamic State in Iraq and the Levant - ISIS,17
Non-Civilian,Aleppo,2014-11,Not identified,2
Non-Civilian,Homs,2014-11,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Quneitra,2014-11,,1
Non-Civilian,Sweida,2014-11,,1
Non-Civilian,Quneitra,2014-11,,3
Civilian,Other Nationalities,2014-11,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Aleppo,2014-11,The organization of the Islamic State in Iraq and the Levant - ISIS,8
Civilian,Damascus Suburbs,2014-11,Not identified,5
Civilian,Idlib,2014-11,Syrian government and affiliated militias,1
Non-Civilian,Daraa,2014-11,Armed opposition groups,2
Civilian,Daraa,2014-11,Armed opposition groups,1
Non-Civilian,Daraa,2014-11,Not identified,3
Civilian,Hama,2014-11,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2014-11,Al-Nusra Front,2
Non-Civilian,Other Nationalities,2014-11,Not identified,1
Non-Civilian,Idlib,2014-11,Not identified,4
Civilian,Idlib,2014-11,Armed opposition groups,3
Civilian,Daraa,2014-11,Not identified,1
Non-Civilian,Aleppo,2014-11,Armed opposition groups,3
Civilian,Idlib,2014-10,,140
Non-Civilian,Homs,2014-10,,28
Non-Civilian,Quneitra,2014-10,,14
Non-Civilian,Deir Ezzor,2014-10,,21
Civilian,Damascus Suburbs,2014-10,,181
Non-Civilian,Damascus Suburbs,2014-10,,163
Civilian,Homs,2014-10,,156
Non-Civilian,Hama,2014-10,,34
Non-Civilian,Aleppo,2014-10,,77
Civilian,Aleppo,2014-10,,119
Civilian,Damascus,2014-10,,34
Civilian,Deir Ezzor,2014-10,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Civilian,Aleppo,2014-10,Not identified,3
Non-Civilian,Idlib,2014-10,,90
Civilian,Deir Ezzor,2014-10,,27
Civilian,Hama,2014-10,,60
Civilian,Daraa,2014-10,,148
Civilian,Damascus Suburbs,2014-10,Armed opposition groups,1
Civilian,Idlib,2014-10,Not identified,4
Civilian,Idlib,2014-10,Al-Nusra Front,1
Non-Civilian,Damascus Suburbs,2014-10,Not identified,2
Non-Civilian,Daraa,2014-10,,120
Civilian,Hama,2014-10,Syrian government and affiliated militias,1
Non-Civilian,Raqqa,2014-10,,2
Non-Civilian,Idlib,2014-10,Not identified,2
Non-Civilian,Damascus,2014-10,,20
Civilian,Aleppo,2014-10,Armed opposition groups,1
Non-Civilian,Damascus,2014-10,Not identified,4
Civilian,Damascus,2014-10,Not identified,2
Civilian,Aleppo,2014-10,The organization of the Islamic State in Iraq and the Levant - ISIS,11
Non-Civilian,Other Nationalities,2014-10,,9
Non-Civilian,Damascus Suburbs,2014-10,Syrian government and affiliated militias,8
Civilian,Damascus Suburbs,2014-10,Not identified,5
Civilian,Quneitra,2014-10,,6
Civilian,Homs,2014-10,Not identified,63
Non-Civilian,Aleppo,2014-10,Not identified,3
Civilian,Lattakia,2014-10,,3
Civilian,Daraa,2014-10,Syrian government and affiliated militias,2
Non-Civilian,Daraa,2014-10,Syrian government and affiliated militias,5
Civilian,Damascus Suburbs,2014-10,Syrian government and affiliated militias,47
Civilian,Homs,2014-10,Syrian government and affiliated militias,2
Non-Civilian,Aleppo,2014-10,Syrian government and affiliated militias,1
Civilian,Daraa,2014-10,Armed opposition groups,1
Non-Civilian,Deir Ezzor,2014-10,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Non-Civilian,Aleppo,2014-10,The organization of the Islamic State in Iraq and the Levant - ISIS,20
Civilian,Hasakeh,2014-10,,3
Non-Civilian,Lattakia,2014-10,,7
Civilian,Quneitra,2014-10,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2014-10,Armed opposition groups,1
Non-Civilian,Homs,2014-10,Syrian government and affiliated militias,1
Civilian,Damascus Suburbs,2014-10,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Hasakeh,2014-10,,1
Non-Civilian,Raqqa,2014-10,Not identified,1
Civilian,Damascus,2014-10,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Idlib,2014-09,,186
Civilian,Aleppo,2014-09,,246
Civilian,Hama,2014-09,,105
Non-Civilian,Damascus Suburbs,2014-09,,233
Non-Civilian,Damascus Suburbs,2014-09,Not identified,3
Civilian,Damascus Suburbs,2014-09,,339
Civilian,Daraa,2014-09,,77
Non-Civilian,Daraa,2014-09,,70
Non-Civilian,Damascus Suburbs,2014-09,Armed opposition groups,1
Civilian,Quneitra,2014-09,,6
Civilian,Aleppo,2014-09,The organization of the Islamic State in Iraq and the Levant - ISIS,12
Non-Civilian,Hama,2014-09,,102
Non-Civilian,Damascus,2014-09,,30
Non-Civilian,Other Nationalities,2014-09,,5
Non-Civilian,Deir Ezzor,2014-09,,12
Non-Civilian,Other Nationalities,2014-09,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Deir Ezzor,2014-09,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Homs,2014-09,,122
Non-Civilian,Aleppo,2014-09,,28
Non-Civilian,Quneitra,2014-09,,38
Non-Civilian,Homs,2014-09,,53
Civilian,Lattakia,2014-09,,9
Non-Civilian,Aleppo,2014-09,The organization of the Islamic State in Iraq and the Levant - ISIS,15
Civilian,Damascus,2014-09,,51
Civilian,Deir Ezzor,2014-09,,100
Civilian,Hasakeh,2014-09,,14
Non-Civilian,Idlib,2014-09,,55
Civilian,Raqqa,2014-09,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Raqqa,2014-09,,67
Non-Civilian,Damascus,2014-09,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Other Nationalities,2014-09,,2
Non-Civilian,Raqqa,2014-09,,3
Civilian,Hama,2014-09,Syrian government and affiliated militias,4
Civilian,Damascus Suburbs,2014-09,Syrian government and affiliated militias,4
Non-Civilian,Raqqa,2014-09,Syrian government and affiliated militias,2
Non-Civilian,Idlib,2014-09,Armed opposition groups,2
Civilian,Idlib,2014-09,Syrian government and affiliated militias,4
Civilian,Aleppo,2014-09,Armed opposition groups,1
Civilian,Damascus Suburbs,2014-09,Not identified,3
Non-Civilian,Raqqa,2014-09,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Lattakia,2014-09,Not identified,1
Non-Civilian,Hasakeh,2014-09,,11
Civilian,Deir Ezzor,2014-09,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Homs,2014-09,Syrian government and affiliated militias,5
Civilian,Homs,2014-09,Syrian government and affiliated militias,1
Civilian,Idlib,2014-09,Not identified,16
Non-Civilian,Lattakia,2014-09,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Deir Ezzor,2014-09,Syrian government and affiliated militias,4
Non-Civilian,Lattakia,2014-09,,1
Non-Civilian,Idlib,2014-09,Not identified,2
Non-Civilian,Tartous,2014-09,,2
Non-Civilian,Aleppo,2014-09,Syrian government and affiliated militias,1
Non-Civilian,Hama,2014-09,Not identified,1
Non-Civilian,Idlib,2014-09,Syrian government and affiliated militias,1
Civilian,Damascus,2014-09,Syrian government and affiliated militias,1
Non-Civilian,Idlib,2014-09,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Hama,2014-09,Syrian government and affiliated militias,1
Non-Civilian,Quneitra,2014-09,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Daraa,2014-09,Not identified,1
Civilian,Hama,2014-08,,137
Civilian,Daraa,2014-08,,122
Non-Civilian,Deir Ezzor,2014-08,,14
Civilian,Homs,2014-08,,113
Civilian,Aleppo,2014-08,,305
Non-Civilian,Daraa,2014-08,,76
Civilian,Damascus Suburbs,2014-08,,314
Civilian,Deir Ezzor,2014-08,,74
Civilian,Idlib,2014-08,,120
Non-Civilian,Damascus Suburbs,2014-08,,130
Civilian,Idlib,2014-08,Syrian government and affiliated militias,1
Civilian,Damascus,2014-08,,61
Non-Civilian,Idlib,2014-08,,41
Civilian,Hasakeh,2014-08,,11
Non-Civilian,Homs,2014-08,,55
Civilian,Raqqa,2014-08,,37
Civilian,Deir Ezzor,2014-08,The organization of the Islamic State in Iraq and the Levant - ISIS,123
Civilian,Aleppo,2014-08,Not identified,2
Non-Civilian,Quneitra,2014-08,,7
Non-Civilian,Hama,2014-08,,57
Civilian,Quneitra,2014-08,,9
Non-Civilian,Quneitra,2014-08,Syrian government and affiliated militias,1
Civilian,Idlib,2014-08,Not identified,8
Non-Civilian,Aleppo,2014-08,,54
Non-Civilian,Daraa,2014-08,Not identified,2
Non-Civilian,Damascus,2014-08,,13
Non-Civilian,Other Nationalities,2014-08,,12
Civilian,Damascus Suburbs,2014-08,Not identified,6
Civilian,Damascus,2014-08,Armed opposition groups,4
Non-Civilian,Aleppo,2014-08,The organization of the Islamic State in Iraq and the Levant - ISIS,15
Civilian,Hama,2014-08,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Deir Ezzor,2014-08,Syrian government and affiliated militias,9
Non-Civilian,Homs,2014-08,Syrian government and affiliated militias,3
Non-Civilian,Sweida,2014-08,,2
Civilian,Hama,2014-08,Syrian government and affiliated militias,2
Civilian,Aleppo,2014-08,The organization of the Islamic State in Iraq and the Levant - ISIS,8
Non-Civilian,Idlib,2014-08,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Civilian,Lattakia,2014-08,,4
Non-Civilian,Damascus Suburbs,2014-08,The organization of the Islamic State in Iraq and the Levant - ISIS,5
