SIN(s) PROPOSED,SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE ,CONTRACT END DATE
132-51,Database Administrator III,Bachelors,3,Hour,$88.58,GS-35F-334CA,QualX Corporation,S,IT Schedule 70,Customer,2,12/2/14,12/1/19
132-51,Database Administrator III,Bachelors,3,Hour,$89.91,GS-35F-334CA,QualX Corporation,S,IT Schedule 70,Customer,3,12/2/14,12/1/19
132-51,Database Administrator III,Bachelors,3,Hour,$91.26,GS-35F-334CA,QualX Corporation,S,IT Schedule 70,Customer,4,12/2/14,12/1/19
132-51,Database Administrator III,Bachelors,3,Hour,$92.63,GS-35F-334CA,QualX Corporation,S,IT Schedule 70,Customer,5,12/2/14,12/1/19
132-51,Database Administrator III,Bachelors,3,Hour,$94.02,GS-35F-334CA,QualX Corporation,S,IT Schedule 70,Contractor,1,5/18/15,5/17/20
132-51,Architect Jr.,Bachelors,7,Hour,$176.31,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,2,5/18/15,5/17/20
132-51,Architect Sr.,Bachelors,10,Hour,$211.58,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,3,5/18/15,5/17/20
132-51,Business/Systems Analyst I,Bachelors,4,Hour,$110.83,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,4,5/18/15,5/17/20
132-51,Business/Systems Analyst II,Bachelors,8,Hour,$151.13,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,5,5/18/15,5/17/20
132-51,Database Administrator I,Bachelors,4,Hour,$151.13,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,1,12/2/14,12/1/19
132-51,Database Administrator II,Bachelors,7,Hour,$161.20,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,2,12/2/14,12/1/19
132-51,Database Administrator III,Bachelors,10,Hour,$201.50,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,3,12/2/14,12/1/19
132-51,ERP/COTS/SME Consultant I,Bachelors,4,Hour,$130.98,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,4,12/2/14,12/1/19
132-51,ERP/COTS/SME Consultant II,Bachelors,7,Hour,$176.31,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,5,12/2/14,12/1/19
132-51,ERP/COTS/SME Consultant III,Bachelors,10,Hour,$226.69,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,1,5/18/15,5/17/20
132-51,IT consultant Jr,Bachelors,7,Hour,$176.31,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,2,5/18/15,5/17/20
132-51,IT consultant Sr,Bachelors,10,Hour,$211.58,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,3,5/18/15,5/17/20
132-51,Network Administrator/Engineer Jr.,Bachelors,3,Hour,$115.86,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,4,5/18/15,5/17/20
132-51,Network Administrator/Engineer Sr.,Bachelors,7,Hour,$151.13,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,5,5/18/15,5/17/20
132-51,Program Manager,Bachelors,10,Hour,$251.88,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,1,12/2/14,12/1/19
132-51,Programmer/Developer I,Bachelors,4,Hour,$120.90,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,2,12/2/14,12/1/19
132-51,Programmer/Developer II,Bachelors,7,Hour,$161.20,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,3,12/2/14,12/1/19
132-51,Programmer/Developer III,Bachelors,10,Hour,$191.43,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,4,12/2/14,12/1/19
132-51,Project Manager,Bachelors,8,Hour,$181.35,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,5,12/2/14,12/1/19
132-51,Quality Assurance/Quality Engineer/Testing Technician Jr.,Bachelors,4,Hour,$90.68,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,1,5/18/15,5/17/20
132-51,Quality Assurance/Quality Engineer/Testing Technician Sr.,Bachelors,6,Hour,$120.90,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,2,5/18/15,5/17/20
132-51,Software/Systems Engineer Jr.,Bachelors,4,Hour,$125.94,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,3,5/18/15,5/17/20
132-51,Software/Systems Engineer Sr.,Bachelors,6,Hour,$161.20,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,4,5/18/15,5/17/20
132-51,System Administrator Jr.,Bachelors,3,Hour,$85.64,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Contractor,5,5/18/15,5/17/20
132-51,Systems Administrator Sr.,Bachelors,6,Hour,$125.94,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,1,12/2/14,12/1/19
132-51,Technical Training Instructor,Bachelors,10,Hour,$211.58,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,2,12/2/14,12/1/19
132-51,Technical Writer/Editor Jr.,Bachelors,3,Hour,$110.83,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,3,12/2/14,12/1/19
132-51,Technical Writer/Editor Sr.,Bachelors,6,Hour,$151.13,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,4,12/2/14,12/1/19
132-51,Web Designer,Bachelors,7,Hour,$151.13,GS-35F-428CA,"Srisys,INC",S,IT Schedule 70,Customer,5,12/2/14,12/1/19
132-51,Principal Systems Analyst-3,PhD,11,Hour,$175.11,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Principal Systems Analyst-2,PhD,9,Hour,$175.11,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Principal Systems Analyst-1,PhD,7,Hour,$167.74,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Principal Systems Programmer-1,PhD,7,Hour,$158.51,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Advisory Systems Analyst-3 ,PhD,7,Hour,$163.22,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Advisory Systems Engineer-2,PhD,5,Hour,$180.65,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Advisory Database Engineer-1,PhD,3,Hour,$180.65,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Advisory Application Developer-1,PhD,3,Hour,$163.22,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Specialist Applications Developer-3,Masters,8,Hour,$156.66,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Specialist Systems Architect-2,PhD,9,Hour,$182.50,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Specialist Systems Engineer-2,Masters,6,Hour,$167.74,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Specialist Applications Developer-2,Masters,6,Hour,$156.66,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Specialist Systems Architect-1,PhD,7,Hour,$182.50,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Specialist Database Engineer-1,Masters,4,Hour,$164.05,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Specialist Systems Engineer-1,Masters,4,Hour,$167.74,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Senior Subject Matter Expert-2,PhD,5,Hour,$182.50,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Senior Program Manager-2,PhD,5,Hour,$173.27,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Senior Database Engineer-2,Masters,2,Hour,$147.45,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Senior Systems Engineer -1,Masters,1,Hour,$145.59,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Project Manager,Bachelors,10,Hour,$153.05,GS-35F-341CA,CARTOGRAPHIC ASSOCIATES INC,S,IT Schedule 70,Both,1,5/27/15,5/26/20
132-51,Senior GIS Programmer,Bachelors,8,Hour,$123.43,GS-35F-341CA,CARTOGRAPHIC ASSOCIATES INC,S,IT Schedule 70,Both,1,5/27/15,5/26/20
132-51,GIS Programmer,Bachelors,4,Hour,$98.74,GS-35F-341CA,CARTOGRAPHIC ASSOCIATES INC,S,IT Schedule 70,Both,1,5/27/15,5/26/20
132-51,Senior GIS Analyst,Bachelors,6,Hour,$98.74,GS-35F-341CA,CARTOGRAPHIC ASSOCIATES INC,S,IT Schedule 70,Both,1,5/27/15,5/26/20
132-51,GIS Analyst,Bachelors,3,Hour,$83.93,GS-35F-341CA,CARTOGRAPHIC ASSOCIATES INC,S,IT Schedule 70,Both,1,5/27/15,5/26/20
132-51,GIS Technician,,2,Hour,$59.24,GS-35F-341CA,CARTOGRAPHIC ASSOCIATES INC,S,IT Schedule 70,Both,1,5/27/15,5/26/20
132-51,Mapping Specialist,Associates,3,Hour,$74.06,GS-35F-341CA,CARTOGRAPHIC ASSOCIATES INC,S,IT Schedule 70,Both,1,5/27/15,5/26/20
132-51,GPS Data Collector,,2,Hour,$83.93,GS-35F-341CA,CARTOGRAPHIC ASSOCIATES INC,S,IT Schedule 70,Both,1,5/27/15,5/26/20
132-51,Administrative Assistant**,High School,2,Hour,$59.24,GS-35F-341CA,CARTOGRAPHIC ASSOCIATES INC,S,IT Schedule 70,Both,1,5/27/15,5/26/20
132-51,Program Manager / SME Software Engineering,Masters,10,Hour,$192.42,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Program Manager / SME Software Engineering,Masters,10,Hour,$196.27,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Program Manager / SME Software Engineering,Masters,10,Hour,$200.20,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Program Manager / SME Software Engineering,Masters,10,Hour,$204.20,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Program Manager / SME Software Engineering,Masters,10,Hour,$208.29,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Software Engineer - Level I,Bachelors,4,Hour,$112.11,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Software Engineer - Level I,Bachelors,4,Hour,$114.35,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Software Engineer - Level I,Bachelors,4,Hour,$116.64,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Software Engineer - Level I,Bachelors,4,Hour,$118.97,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Software Engineer - Level I,Bachelors,4,Hour,$121.35,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Software Engineer - Level II,Bachelors,6,Hour,$142.86,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Software Engineer - Level II,Bachelors,6,Hour,$145.72,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Software Engineer - Level II,Bachelors,6,Hour,$148.63,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Software Engineer - Level II,Bachelors,6,Hour,$151.61,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Software Engineer - Level II,Bachelors,6,Hour,$154.64,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Software Engineer - Level III,Bachelors,8,Hour,$156.12,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Software Engineer - Level III,Bachelors,8,Hour,$159.25,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Software Engineer - Level III,Bachelors,8,Hour,$162.43,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Software Engineer - Level III,Bachelors,8,Hour,$165.68,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Software Engineer - Level III,Bachelors,8,Hour,$168.99,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Software Engineer - Level IV,Bachelors,10,Hour,$174.77,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Software Engineer - Level IV,Bachelors,10,Hour,$178.27,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Software Engineer - Level IV,Bachelors,10,Hour,$181.83,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Software Engineer - Level IV,Bachelors,10,Hour,$185.47,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Software Engineer - Level IV,Bachelors,10,Hour,$189.18,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Program Manager / SME Acquisition,Bachelors,5,Hour,$205.05,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Program Manager / SME Acquisition,Bachelors,5,Hour,$209.15,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Program Manager / SME Acquisition,Bachelors,5,Hour,$213.33,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Program Manager / SME Acquisition,Bachelors,5,Hour,$217.60,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Program Manager / SME Acquisition,Bachelors,5,Hour,$221.95,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Senior Acquisition Analyst,Bachelors,15,Hour,$152.54,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Senior Acquisition Analyst,Bachelors,15,Hour,$155.59,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Senior Acquisition Analyst,Bachelors,15,Hour,$158.71,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Senior Acquisition Analyst,Bachelors,15,Hour,$161.88,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Senior Acquisition Analyst,Bachelors,15,Hour,$165.12,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Acquisition Analyst,Associates,6,Hour,$98.87,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Acquisition Analyst,Associates,6,Hour,$100.85,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Acquisition Analyst,Associates,6,Hour,$102.87,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Acquisition Analyst,Associates,6,Hour,$104.92,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Acquisition Analyst,Associates,6,Hour,$107.02,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Acquisition SME,Bachelors,15,Hour,$204.48,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Acquisition SME,Bachelors,15,Hour,$208.57,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Acquisition SME,Bachelors,15,Hour,$212.74,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Acquisition SME,Bachelors,15,Hour,$217.00,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Acquisition SME,Bachelors,15,Hour,$221.34,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Scheduler,Associates,5,Hour,$106.17,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Scheduler,Associates,5,Hour,$108.29,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Scheduler,Associates,5,Hour,$110.46,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Scheduler,Associates,5,Hour,$112.66,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Scheduler,Associates,5,Hour,$114.92,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Senior Infrastructure,Bachelors,6,Hour,$161.29,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Senior Infrastructure,Bachelors,6,Hour,$164.52,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Senior Infrastructure,Bachelors,6,Hour,$167.81,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Senior Infrastructure,Bachelors,6,Hour,$171.16,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Senior Infrastructure,Bachelors,6,Hour,$174.59,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Business Intelligence Engineer II,Bachelors,6,Hour,$141.87,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Business Intelligence Engineer II,Bachelors,6,Hour,$144.71,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Business Intelligence Engineer II,Bachelors,6,Hour,$147.60,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Business Intelligence Engineer II,Bachelors,6,Hour,$150.55,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Business Intelligence Engineer II,Bachelors,6,Hour,$153.56,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Business Intelligence Engineer III,Bachelors,10,Hour,$166.27,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,1,3/13/14,3/12/19
132-51,Business Intelligence Engineer III,Bachelors,10,Hour,$169.59,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,2,3/13/14,3/12/19
132-51,Business Intelligence Engineer III,Bachelors,10,Hour,$172.98,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,3,3/13/14,3/12/19
132-51,Business Intelligence Engineer III,Bachelors,10,Hour,$176.44,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,4,3/13/14,3/12/19
132-51,Business Intelligence Engineer III,Bachelors,10,Hour,$179.97,GS-35F-261BA,"HICKORY GROUND SOLUTIONS, LLC",S,IT Schedule 70,Both,5,3/13/14,3/12/19
132-51,Principal Systems Analyst-3,PhD,11,Hour,$175.11,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Principal Systems Analyst-2,PhD,9,Hour,$175.11,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Principal Systems Analyst-1,PhD,7,Hour,$167.74,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Principal Systems Programmer-1,PhD,7,Hour,$158.51,GS-35F-172CA,"SYSTEMS DEVELOPMENT AND ANALYSIS, INC.",S,IT Schedule 70,Both,1,2/6/15,2/5/20
132-51,Telecommunications Specialist Level I,High School,3,Hour,$55.09,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Telecommunications Specialist Level II,High School,7,Hour,$65.76,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Telecommunications Specialist Level III,High School,10,Hour,$76.42,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Network Engineer Level I ,High School,3,Hour,$106.64,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Network Engineer Level II,Bachelors,7,Hour,$248.83,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Network Engineer Level III,Bachelors,10,Hour,$337.33,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Network Architect ,Bachelors,10,Hour,$379.50,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Cybersecurity Specialist Level I,Bachelors,3,Hour,$72.87,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Cybersecurity Specialist Level II,Bachelors,7,Hour,$83.54,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Cybersecurity Specialist Level III,Bachelors,10,Hour,$92.42,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Security Specialist Level I,High School,3,Hour,$56.88,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Security Specialist Level II,High School,7,Hour,$65.76,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Security Specialist Level III,High School,10,Hour,$74.65,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Security Analyst Level I,Bachelors,3,Hour,$69.32,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Security Analyst Level II,Bachelors,7,Hour,$79.98,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Security Analyst Level III,Bachelors,10,Hour,$88.87,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Security Engineer Level I,Bachelors,3,Hour,$186.62,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Security Engineer Level II,Bachelors,7,Hour,$231.05,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Security Engineer Level III,Bachelors,10,Hour,$266.60,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
132-51,Information Assurance Analyst Level I,Bachelors,3,Hour,$120.86,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/15,5/4/20
